@relation Ionosphere-15



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute attr7 real 
@attribute attr8 real 
@attribute attr9 real 
@attribute attr10 real 
@attribute attr11 real 
@attribute attr12 real 
@attribute attr13 real 
@attribute attr14 real 
@attribute RESULT {g, b} 



@data
0.141450, -1.259044, -1.484998, 0.162355, -0.716725, 0.162348, 0.186842, 0.773026, 0.406669, -0.416396, 0.036952, -1.087769, 0.819541, -0.041714, 0.811742, b
0.046476, -0.065873, -0.104870, -0.024986, -0.043560, -0.024989, 0.173750, -0.115068, -0.014434, -0.075280, 0.099721, -0.146802, -0.020549, -0.026321, 0.015875, g
0.230716, 1.317503, -0.648173, 0.110989, 0.435425, 0.110989, -0.117836, -0.403360, 0.102158, 0.258258, 1.007486, -0.113333, 0.420946, 2.056102, -0.091946, b
-0.002773, 0.038363, 0.131483, 0.084740, 0.237108, 0.084738, 0.106852, -0.192846, 0.211465, -0.171546, -0.314689, -0.239431, 0.101241, 0.146975, 0.115132, g
-0.236074, -0.175537, -0.001812, 0.200062, 0.239814, 0.200065, -0.130887, -0.146473, -0.008997, -0.345167, -0.397339, 0.215076, 0.210958, 0.450578, -0.049828, b
-0.072134, -0.040358, -0.101637, -0.101520, -0.145166, -0.101524, 0.345543, 0.013905, 0.010178, 0.216905, 0.034214, 0.011263, -0.206037, -0.234348, 0.083437, g
-0.164536, -0.062251, -0.215714, 0.214019, 0.400948, 0.214019, -0.024513, 0.113258, 0.104532, -0.263272, -0.553544, 0.276810, -0.299958, 0.355285, 0.152438, b
-0.113471, -0.080907, -0.131197, 0.026883, 0.040925, 0.026880, -0.020160, 0.033802, 0.118655, -0.118899, -0.111091, 0.002498, 0.069181, -0.033162, 0.096673, g
-0.232796, -0.098825, -0.119364, 0.198823, 0.219920, 0.198816, -0.081996, -0.239261, 0.230853, -0.365678, -0.657946, 0.124107, 0.058131, 0.477228, 0.052458, b
-0.227998, 0.258503, -0.430114, 0.053161, 0.159234, 0.053150, 0.225891, 0.341185, 0.051297, -0.252613, -0.816846, -0.480591, -0.311722, 0.333238, -0.510963, g
0.074555, -0.211112, -0.059056, 0.412216, 0.146111, 0.412228, -0.169278, 0.181675, -0.039187, -0.236959, -0.381446, 0.152156, -0.025467, 0.295291, 0.342156, b
0.141647, -0.553277, -0.146039, -0.124956, 0.157094, -0.124984, 0.188764, -0.024836, -0.292488, 0.057334, -0.177414, -0.265800, -0.651484, -0.130380, -0.004207, g
-0.272947, -0.006308, -0.273866, 0.151259, 0.162658, 0.151248, -0.130449, -0.072543, 0.115042, -0.357642, -0.697869, 0.239268, 0.028772, 0.393190, 0.115965, b
-0.050847, 0.062335, -0.247175, -0.003306, -0.160974, -0.003320, 0.063020, -0.008241, 0.195882, -0.038415, -0.561345, -0.306454, 0.164766, -0.169399, -0.008480, g
-0.669535, 0.828453, -1.132330, 2.432004, -3.532097, 2.432475, -0.214095, -0.543128, -0.031556, 0.010127, 5.482127, 0.181133, 0.642633, -0.307354, -0.231581, b
0.387704, -0.277595, -0.183078, -0.029125, 0.194094, -0.029145, -0.072389, 0.026552, 0.196137, -0.067380, 0.001713, -0.033754, -0.694749, -0.062836, -0.218468, g
0.193945, 0.858425, -0.937104, -1.074526, -2.041452, -1.074603, 0.114555, 0.205376, -0.470280, -0.079764, -0.110236, 0.124968, 4.544265, 1.168140, 4.262389, b
0.413081, -0.260822, 0.127524, 0.322552, 0.187247, 0.322578, -0.170022, 0.282015, -0.099854, 0.041549, -0.113396, -0.127817, -0.039243, -0.066016, -0.002667, g
0.090035, 0.078555, 6.974867, -0.456265, 2.910278, -0.456311, -0.662251, -2.257879, 3.600343, -1.485394, -0.177636, -0.319407, 2.426772, -0.047184, 0.500311, b
-1.462815, 0.011257, -0.275971, 0.636185, -0.095947, 0.636291, -1.604610, -0.262891, 0.695694, 0.757802, 0.202919, 0.501292, -0.032666, -0.050734, 1.084776, g
0.431760, 0.455029, 0.733036, -0.499518, 0.115072, -0.499553, -0.611987, -0.644104, -0.787189, -0.398140, 0.241342, 0.715348, -0.385506, -0.266431, -0.276818, b
0.464142, -0.464775, 0.413959, -0.033444, -0.117434, -0.033457, 0.008504, 0.436367, 0.463545, -0.187885, -0.411952, -0.843167, 0.460040, 0.074992, -0.090518, g
-0.588421, 11.540545, 0.152386, 1.155220, 1.039491, 1.155679, 0.938999, 0.481511, -0.267282, -0.551299, 0.530286, -0.826065, 0.073068, 0.034119, -0.698031, b
-0.354933, 0.850343, -0.074976, -0.402748, -0.544330, -0.402743, 0.028518, 0.031889, 0.691814, 0.122914, -0.188351, -0.067239, 0.101800, -0.507465, 0.240228, g
-0.270080, -1.829440, 0.097338, -0.725421, -0.280112, -0.725449, 1.670358, 0.218165, -4.074349, -1.390233, 0.090058, 6.322354, -0.239305, -1.193402, -2.293935, b
0.183968, 0.724783, 0.203104, -0.498563, 0.692693, -0.498604, -0.302653, -0.512105, 0.102387, 0.200071, -0.153416, -0.180220, -0.357754, 0.172641, -0.221331, g
-0.682268, -0.743057, 1.868491, -1.212399, -0.278293, -1.212517, -1.902725, 1.039546, 0.274786, -0.233013, -0.087337, 0.285185, -0.460388, 0.007226, -0.932557, b
-0.150451, 0.017523, -0.909376, -0.069894, -0.630426, -0.069903, 0.060732, 0.239423, 0.364529, -0.227470, -0.111450, -0.050134, -0.025365, -0.408270, 0.032281, g
-3.689431, -5.208686, 0.867612, 0.686727, 3.194581, 0.686765, 1.321570, -0.943814, 0.473585, 0.135935, -0.689951, 0.822604, 0.444683, -0.441419, 0.198216, b
0.119270, 0.333405, 0.163142, 0.071900, 0.163412, 0.071910, -0.374404, -0.027115, 0.312183, 0.100512, -0.173258, -0.104269, -0.107124, 0.105508, 0.564040, g
-0.513645, 0.083698, 0.045697, -0.210975, -0.032936, -0.210992, 0.463367, -0.190448, 0.326328, -0.022866, -0.381210, 0.105531, -0.010556, 0.074101, -0.075555, b
0.413148, 0.067811, 0.381029, 0.055140, 0.114292, 0.055135, -0.513119, 0.229497, 0.122264, 0.136667, 0.091373, -0.012023, -0.213827, 0.164661, -0.124823, g
-0.315613, -0.483578, 0.814323, 0.177881, -1.262983, 0.177925, -0.044889, 0.209934, 1.351673, 0.497397, 0.194777, -0.040999, 2.326320, -0.222050, -0.153405, b
0.198830, 0.391812, -0.040335, 0.087660, -0.025592, 0.087663, -0.212729, -0.090735, 0.478358, 0.114463, -0.373608, 0.029098, 0.255204, 0.479620, -0.517585, g
1.573604, 3.884076, 0.434437, -0.696880, -1.144589, -0.696917, -0.794547, -0.017333, -2.602232, -0.249514, 0.383431, -1.419101, -0.364405, 5.358236, 1.965540, b
0.348823, -0.054863, 0.207802, -0.069087, 0.246665, -0.069097, 0.003408, 0.175908, 0.265263, 0.392560, -0.140986, -0.044149, -0.088363, 0.258622, -0.596827, g
-6.693570, 0.520633, -1.701336, 0.818664, 1.453216, 0.818763, 0.850197, 1.860221, 1.127430, -1.573504, 0.426584, 0.485180, 0.102738, 0.525398, -0.615237, b
0.196100, -0.384042, 0.042518, 0.124007, 0.205427, 0.124012, -0.215414, 0.242720, -0.047998, -0.008184, -0.060493, -0.315525, -0.167871, -0.039436, 0.005350, g
2.268322, -2.176206, -0.931824, 0.609663, -0.458710, 0.609592, 0.496908, 0.230471, 0.427862, 9.855140, -0.140926, 0.534000, -0.709475, 0.146268, 0.474735, b
-1.455447, 1.946875, 0.457276, -0.964382, -0.832218, -0.964405, -0.120664, -2.015317, -0.276127, 0.733425, -0.957663, -0.240523, 0.537603, -0.820279, 2.830377, g
1.082535, -0.822754, -6.688851, 0.534922, 3.671022, 0.534906, -0.907983, -0.822292, -4.069637, 0.576339, -0.358621, 0.909074, -0.469006, -0.352803, 0.581401, b
-0.336930, 1.064891, -0.666614, 0.917140, 0.574978, 0.917155, -0.769974, -0.829798, 1.480278, -0.018469, -2.453481, 0.733971, -0.874812, 0.166803, -1.650544, g
0.253443, 0.647200, 3.061112, 0.640161, 1.367533, 0.640230, -0.989361, -0.837036, -1.829741, -3.020645, 1.861064, 0.511658, 0.270008, 0.041719, -3.714962, b
0.347756, 0.075708, -0.254981, -0.139978, -0.795180, -0.139993, -0.073810, 0.218430, 0.333186, -0.021836, -0.590704, 0.589147, 0.575334, -0.006544, 0.158800, g
1.585361, 0.382100, -1.957277, 0.106001, 1.445425, 0.105912, -1.008176, 0.763899, 0.406925, 0.645055, -2.131425, 0.182516, -0.460359, 0.138048, 0.502542, b
0.001665, -0.080637, 0.707205, 0.229023, -0.172173, 0.229043, 0.220852, -0.638203, 0.312043, -0.045494, -0.549919, -0.077739, -0.061563, 0.058260, -0.514947, g
0.813625, 0.439031, -0.136425, -0.006617, 0.998771, -0.006688, -0.708655, 0.420999, 1.104203, -0.063804, -0.881913, 0.751538, 0.773144, -0.339914, -0.893259, b
-0.512554, 0.244135, -0.268656, -0.145328, -0.274698, -0.145318, -0.038890, 0.133991, 0.601215, 0.575975, 0.309686, -1.138821, -0.132750, -0.464596, 0.087835, g
0.901776, -1.295490, 0.783977, 0.929335, -2.912999, 0.929320, 0.036046, 1.141673, 0.952467, 0.128945, -1.455225, -2.985214, 1.088856, 0.141886, 0.576294, b
0.321125, -0.466035, -0.471302, -0.453143, 0.247784, -0.453238, 0.044610, -0.245008, -0.059453, -0.152011, -0.849469, -0.178428, 0.576527, 0.385403, -0.489316, g
-0.810485, -2.566230, -2.201729, -2.166159, -0.054108, -2.166400, 0.464514, 0.172409, -0.413399, -2.111870, 0.730937, -1.282769, -0.329868, -0.001951, -1.158667, b
0.164130, 0.201698, -0.235235, -0.139463, 0.118831, -0.139506, 0.055917, -0.557208, 0.524725, -0.234370, -0.202809, 0.295810, 0.046306, 0.297537, -0.041346, g
-0.733267, -0.522937, 0.567379, -1.590621, -1.090259, -1.590687, -0.518209, -0.444673, -0.057809, -3.294180, 1.362730, -5.485065, -1.168097, 0.754442, 0.697625, b
0.489436, -0.151521, 0.544734, 0.072927, 0.259189, 0.072929, 0.040011, 0.120069, 0.092771, 0.100400, 0.003715, -0.071878, -0.002591, 0.343524, 0.033334, g
1.044577, 0.144431, 0.126633, -1.376098, 0.581482, -1.376312, 0.369369, 0.019215, -0.753968, -1.203956, -7.669242, -1.227065, -0.665765, -0.410540, 1.005592, b
-0.011863, 0.346060, -0.003800, -0.066693, -0.159298, -0.066685, 0.106913, 0.044486, 0.397933, -0.133878, 0.001243, -0.143226, 0.172461, -0.241523, 0.212579, g
-0.365962, 0.892079, -0.713139, -0.246357, 0.565373, -0.246433, -0.551684, 0.544336, 0.244545, 0.321656, -0.801264, 0.564397, -12.932645, -0.605816, 0.397863, b
-0.119909, -0.066318, -0.104651, 0.158071, -0.274091, 0.158103, 0.036919, 0.098149, 0.173864, -0.086738, 0.297467, -0.192302, -0.003050, -0.153018, 0.466112, g
0.441133, -0.107325, -0.169084, 0.961040, 1.885849, 0.961041, -0.288166, 0.461495, 0.286532, 0.249888, -0.162271, -0.020938, -0.500407, 0.609745, 12.161697, b
-0.599495, 0.124193, 0.144307, 0.779900, 0.237086, 0.779967, -0.071631, -0.201935, -0.325955, 0.086778, -0.596354, 0.588845, -0.179243, -0.169307, 0.539944, g
-1.061150, -1.788799, 0.150612, -0.376101, -1.094631, -0.376096, 0.706469, 1.788736, 0.190327, -0.602915, 0.836275, -0.693919, -0.464517, -0.405881, 1.555714, b
0.246888, 0.399464, -0.850268, -0.661031, -0.610255, -0.661051, -0.334454, 0.320179, 0.364968, 0.206586, -0.156735, -0.363048, -0.353885, -0.051769, 0.433877, g
0.944477, 0.817975, -2.424391, -0.566396, -0.364048, -0.566340, -0.709551, 0.639490, 0.455435, -0.097345, -0.006124, -1.036187, 1.536083, -1.405195, 0.222884, b
-0.069248, 0.127855, -0.188231, -0.159999, -0.421818, -0.159998, -0.135724, 0.114912, 0.274664, -0.825034, 0.056343, 0.454038, 0.646976, -0.038224, 0.380950, g
0.871739, -0.022257, 0.433739, -0.377384, 0.640539, -0.377410, -2.759564, 0.181129, 0.065582, 1.076249, 1.531362, -0.060768, 1.297735, -0.897638, 2.085784, b
-0.282732, 0.201423, -0.129476, -0.317796, 0.010357, -0.317811, -0.610033, 1.200248, 1.020967, 0.293992, -0.234683, 0.165355, 0.174554, -0.311193, 0.216271, g
-0.016308, 0.015159, -3.798480, -1.744891, -0.910639, -1.745082, -0.802886, 0.522241, 0.144012, 0.061567, -0.419941, 0.806739, 0.722294, -2.931510, -0.277081, b
0.170552, -0.335546, -0.116662, 0.091476, 0.077635, 0.091481, -0.189999, 0.201501, -0.018693, -0.078788, -0.049730, -0.260881, -0.242001, -0.173164, 0.022271, g
-0.439885, -0.241673, 0.229398, -1.878083, -0.622373, -1.878055, 0.375366, -0.105909, -2.241601, 0.774651, 3.152412, -1.138867, 0.370290, -4.085537, 0.572691, b
-0.041988, -0.117820, 0.017833, 0.022904, 0.143322, 0.022904, 0.156333, -0.006109, 0.106232, 0.039623, 0.029618, -0.101268, 0.146677, 0.034249, -0.092302, g
-0.082877, 2.820587, -1.987369, -0.015249, 1.518153, -0.015259, 0.187545, -6.635938, 1.042338, 1.955200, 0.539863, 0.389354, 2.464164, -0.309043, -0.226921, b
0.097981, -0.167852, 0.168562, 0.108925, 0.235789, 0.108937, 0.136837, -0.017216, 0.034596, -0.009616, 0.151166, 0.062917, 0.146652, 0.182971, -0.013720, g
-0.086790, 0.005636, 4.547746, 1.520388, 0.150617, 1.520714, 0.708783, 0.281218, -1.124725, 0.691345, 0.047299, -0.974240, -0.406618, -5.594607, 0.073259, b
0.134587, -0.342698, 0.234096, 0.218651, 0.473997, 0.218657, 0.240775, 0.078352, -0.274062, 0.162001, 0.138878, 0.108541, 0.074397, 0.253645, -0.210052, g
-0.811125, -0.004283, 1.846227, 0.211932, -0.728179, 0.212090, 1.017148, 3.697525, 0.265808, -0.724474, 7.953276, -0.953131, -1.460753, 0.372857, 1.140735, b
0.078058, -0.150346, 0.155780, 0.086914, 0.311557, 0.086923, 0.108820, 0.032669, 0.031558, -0.025246, 0.115631, -0.046745, 0.183935, 0.233155, -0.281417, g
-1.077600, 2.985273, 1.230381, -1.198753, -2.244503, -1.198694, -0.237446, -0.370355, -1.019789, -0.284621, 0.010138, 1.801049, 4.043299, -1.448259, 0.916591, b
0.004455, -0.188651, 0.173996, 0.155048, 0.149482, 0.155065, 0.041695, -0.073120, 0.102117, 0.032697, 0.135024, -0.072891, 0.253348, 0.122713, -0.062571, g
0.438294, 0.567529, -1.987577, -0.858253, -0.396463, -0.858377, -2.444266, -0.584480, -1.930988, 0.698461, 0.793009, 1.159429, -0.599806, 0.004057, -1.146909, b
0.034134, -0.074476, -0.019867, 0.080757, -0.033207, 0.080762, 0.053398, 0.110929, 0.193894, 0.032823, -0.011408, -0.047771, -0.054019, -0.017871, -0.006120, g
0.742869, -0.376258, 0.085906, 0.931025, 0.056592, 0.931099, -1.102264, -0.887646, -0.161779, 0.057046, -0.234042, 0.422761, -0.822843, -5.808436, 0.118704, b
0.362378, 0.100296, 0.183637, -0.544959, -0.673478, -0.544989, -0.245381, 0.062315, -0.038777, 0.527166, 0.708248, -0.743095, -1.743572, 0.181344, -0.518874, g
1.403367, 0.591100, -0.220057, -0.390557, 0.576764, -0.390611, -1.016061, -1.032719, -0.139058, -0.298997, 0.363471, 0.446283, -0.301901, -1.117069, 0.035235, b
-0.085737, -0.022050, -0.054567, -0.031548, -0.034694, -0.031556, 0.050645, -0.094953, 0.023962, -0.062923, -0.226284, -0.164592, -0.018085, -0.104307, 0.038248, g
-1.746661, -1.105164, 0.286013, 0.129995, 0.022493, 0.129977, -0.998345, -4.191016, -0.177967, 0.578221, -0.431828, -0.419857, 0.662434, 1.316106, -4.116733, b
-0.152269, -0.164822, 0.176573, -0.078243, -0.348603, -0.078253, 0.152381, -0.765170, 0.012761, -0.649318, -0.071796, 0.063938, 0.050228, 0.100315, 0.190988, g
0.695272, 0.199374, -0.783145, 0.252125, 1.053398, 0.252093, -0.628046, 0.365159, 0.323896, 0.138300, -0.029330, 1.247945, 0.362114, 0.592463, -0.486944, b
-0.483879, 0.342366, 0.615948, -0.112448, 0.736274, -0.112477, -0.187588, -0.557831, 0.001858, 0.137040, -0.044682, 1.368110, 0.789665, 0.387065, -0.219316, g
0.275840, 0.032341, 0.076814, 0.399478, 0.396890, 0.399472, -0.065851, 0.095773, 0.252646, -0.505555, -1.102680, 0.580786, -0.069108, 0.562984, -0.022065, b
-0.193966, -0.252550, -0.047478, 0.169832, 0.081783, 0.169839, -0.036995, -0.094976, -0.213642, 0.028663, -0.313160, 0.154793, 0.170321, -0.065915, 0.129014, g
-0.142356, -0.134452, -0.361357, -0.272001, 0.169680, -0.272042, 0.295516, -0.180696, 0.046875, -0.097919, -0.641886, -0.083803, 0.202363, 0.101960, -0.244382, b
-0.064236, -0.143194, -0.147922, -0.113124, 0.001049, -0.113139, -0.228651, -0.025233, 0.125866, -0.166641, -0.051134, -0.116106, 0.087949, -0.022349, -0.013204, g
-1.986683, 1.295457, -0.082669, 0.663508, -0.422381, 0.663603, 0.664580, -0.150725, 0.433755, -0.200958, -0.451932, 0.475758, -0.449449, 1.247212, -1.123919, b
0.071424, -0.020835, 0.160201, -0.033298, 0.020792, -0.033305, 0.005144, -0.094391, 0.110055, -0.111909, 0.133477, -0.005493, -0.183959, 0.083969, 0.186237, g
0.250082, -2.091971, -0.064839, 0.457218, -1.717585, 0.457176, -0.258826, 0.667911, 0.105138, -1.096841, -0.627574, 0.294749, -1.667468, 0.457806, 1.023184, b
0.053015, 0.043723, 0.084105, 0.066491, 0.081167, 0.066492, -0.059018, 0.005645, 0.150741, -0.006902, -0.045554, -0.161034, -0.113370, 0.052735, 0.112599, g
0.308873, -0.522964, -0.481155, -0.622756, -0.170296, -0.622819, 0.971005, 2.670138, -1.729204, 0.344056, 0.684418, 0.049136, 0.352641, 2.109430, -0.352545, b
-0.039686, -0.001877, -0.078376, -0.001725, -0.062919, -0.001729, -0.180681, -0.082851, 0.058846, 0.076939, -0.302290, -0.264239, 0.001821, -0.080811, 0.023016, g
-0.097098, -2.328753, -0.210834, 0.374407, 0.627214, 0.374355, -3.227149, 0.494221, -0.801090, -0.910165, 1.646064, -0.426781, 1.608193, 1.112462, -1.255012, b
-0.073149, -0.182622, -0.169382, -0.233335, -0.054091, -0.233372, 0.024289, -0.280469, 0.240837, 0.011258, -0.289287, -0.037678, -0.000260, -0.024486, 0.150070, g
-0.539847, 0.318959, 1.686129, -0.608479, -0.346621, -0.608495, -0.207913, -0.255489, -1.435320, -0.497282, 0.119213, 0.984412, -0.469110, 0.584208, -0.588872, b
0.317359, -0.115518, -0.301470, -0.132024, -0.437374, -0.132047, -0.155151, 0.355912, 0.061595, -0.456911, -0.414239, 0.187855, 0.567381, -0.183948, 0.163038, g
0.695732, 0.573887, -0.412480, 0.045885, 0.875423, 0.045839, 5.776486, 1.423238, -0.301466, 0.778347, -0.516429, -0.576534, -0.975554, 2.275737, -1.467559, b
0.006548, -0.085789, -0.037990, 0.038868, 0.078828, 0.038867, 0.088322, 0.198230, 0.114272, -0.140355, -0.021522, -0.039166, 0.081203, 0.017463, -0.223068, g
1.110143, 0.507808, -0.575388, 0.437463, 1.700718, 0.437483, 1.208932, -0.645980, 0.281342, 1.743265, -0.669209, -2.459641, 1.311417, -0.322596, 0.338216, b
0.074558, -0.174652, 0.006851, 0.165744, 0.192505, 0.165759, -0.001901, 0.234361, 0.060608, -0.011832, -0.016917, -0.084492, -0.021395, -0.010892, -0.140368, g
0.788688, -0.105184, -0.423112, -0.264961, 0.624769, -0.265012, 0.540148, 0.246998, -0.884091, -0.229771, -0.324428, -0.181000, -0.733436, 0.350818, 1.047667, g
0.106276, -0.360407, 0.283238, 0.221949, 0.255344, 0.221975, -0.297537, 0.130478, -0.025067, 0.098802, 0.062791, -0.280292, -0.198713, 0.003923, 0.063346, g
-0.054037, 0.010829, 0.012937, -0.080867, -0.113577, -0.080869, 0.114371, -0.151902, 0.049486, -0.105528, -0.118886, -0.102730, -0.148351, -0.055650, 0.235490, g
0.546184, -0.419845, -0.032035, 0.121231, -0.421536, 0.121233, 0.384019, 0.285164, 0.032360, -0.005156, 0.344335, -0.329271, -0.006219, -0.417284, -0.322746, g
0.110799, 0.120856, -0.101672, 0.091827, 0.196992, 0.091829, -0.214939, 0.289589, 0.028355, 0.161212, 0.060505, -0.041172, -0.101012, 0.378343, 0.035706, g
-0.020820, 0.039411, -0.131657, -0.057091, -0.044010, -0.057098, -0.168215, 0.037235, 0.081073, -0.121447, 0.147700, -0.176204, 0.093772, 0.105283, 0.217591, g
-0.158881, -0.183458, 0.189516, 0.091886, 0.233215, 0.091887, -0.000265, -0.208066, 0.131325, -0.235429, -0.080136, 0.156399, 0.086864, 0.182219, 0.219689, g
-0.132415, -0.143452, 0.169025, 0.116766, 0.175079, 0.116777, -0.108247, 0.003658, 0.108914, 0.148248, -0.047668, 0.009432, 0.182532, 0.067075, 0.020106, g
-0.121991, -0.291314, 0.143340, 0.059017, 0.329621, 0.059022, -0.033671, -0.019539, -0.155823, 0.187405, 0.202950, -0.019681, 0.123677, 0.199675, -0.216646, g
0.011506, -0.185332, 0.074625, -0.014758, 0.071091, -0.014762, 0.001514, -0.095997, -0.029301, 0.083574, 0.019485, -0.090260, 0.092695, 0.057936, 0.022016, g
-0.036282, -0.238929, 0.105270, 0.025278, 0.177039, 0.025286, 0.032383, -0.121961, 0.005886, 0.065710, 0.106152, -0.111006, 0.154361, 0.091683, 0.123508, g
-0.058330, -0.099874, 0.032091, 0.050144, 0.053722, 0.050153, -0.012000, -0.139160, 0.103599, 0.180600, 0.082151, -0.135210, 0.077220, -0.029950, 0.089347, g
0.010914, -0.192471, 0.110762, -0.096222, 0.075839, -0.096234, 0.149180, -0.141534, -0.103922, -0.078973, -0.208896, -0.104475, -0.189616, -0.008238, -0.629036, g
-0.897572, -0.235043, 0.501871, 0.294990, -0.467740, 0.295055, 0.516539, -0.240706, -0.430432, -0.438181, 0.759423, -0.126920, -0.196886, -0.664416, -0.170853, g
0.373939, -0.361874, -0.133343, -0.857003, -0.400289, -0.857096, 0.531337, -0.081908, 0.229880, 0.081572, -0.208537, 0.172707, -0.343150, 0.407620, 0.268127, g
-0.315645, -0.019142, 0.109001, 0.187714, 0.260914, 0.187722, -0.321571, -0.094510, 0.316542, 0.299430, -0.191799, 0.515863, -0.149685, 0.120229, 0.140968, g
0.041598, 0.065457, -0.025093, 0.055482, 0.116829, 0.055486, 0.102841, -0.123313, -0.072432, 0.077633, -0.238881, -0.345348, -0.184975, -0.124337, -0.000324, g
-0.121350, -0.446633, -0.220253, -0.290250, -0.417130, -0.290298, 0.201731, -1.101096, -0.299781, -0.734007, -0.732955, 0.248788, 0.268125, 0.591981, 0.105565, g
-0.168068, 0.106952, -0.410117, -0.478909, -0.039478, -0.478965, -0.096766, -0.590684, 0.387848, -0.173235, -0.456844, 0.281535, -0.019733, 0.035219, -0.075929, g
-0.207451, -0.013778, -0.291690, 0.032311, -0.192384, 0.032311, -0.095692, 0.158872, 0.119377, 0.151235, -0.452744, -0.110615, 0.134117, -0.166007, 0.163001, g
0.249269, 0.097869, -0.257285, 0.039627, 0.144813, 0.039613, 0.183763, 0.310029, 0.491458, -0.595009, -0.225990, 0.258636, 0.002877, 0.078505, -0.371322, g
-0.218836, -0.006330, -0.173746, 0.178409, -0.092408, 0.178433, -0.434580, 0.133762, -0.088624, 0.219267, 0.031836, -0.281712, -0.250883, -0.036432, 0.359600, g
-0.135833, 0.068490, -0.219316, 0.411503, 0.141150, 0.411537, -0.028038, -0.052505, -0.028830, 0.035731, -0.083732, -0.038897, -0.247230, 0.165923, -0.000815, g
-0.146845, 0.046720, -0.141072, -0.141446, -0.042094, -0.141461, -0.358361, 0.418047, 0.309251, -0.153433, 0.049754, -0.075352, 0.133476, 0.023970, -0.139835, g
-0.247766, -0.059551, 0.055094, 0.042694, 0.053536, 0.042711, 0.064888, 0.015387, 0.049924, 0.288333, 0.192666, -0.238289, -0.051011, -0.010202, -0.025255, g
-0.017521, -0.134364, 0.007972, -0.044969, 0.065570, -0.044970, -0.003988, -0.071250, 0.097693, 0.055506, 0.070769, -0.224631, 0.082138, 0.011047, -0.067797, g
0.002131, -0.135731, -0.102901, -0.183570, -0.173001, -0.183585, -0.121956, -0.067893, 0.045355, 0.156522, 0.096071, -0.161311, -0.129283, -0.127400, -0.000845, g
-0.018916, -0.126707, -0.019582, -0.092722, -0.051435, -0.092732, -0.266598, -0.073508, -0.135092, -0.021177, 0.077693, -0.120849, -0.033636, 0.068919, -0.040177, g
-0.030958, 0.041838, -0.160597, -0.175491, -0.343988, -0.175507, -0.025189, -0.142650, 0.138808, -0.092436, -0.066438, -0.290350, -0.192259, -0.151159, -0.016961, g
-0.454455, 0.006614, -0.084553, 0.210463, 0.047534, 0.210506, 0.431707, -0.190543, 0.614185, 0.789269, 0.338429, -0.085649, -0.257263, -0.553517, 0.378622, g
-0.047633, -0.036524, -0.232577, 0.074432, -0.056605, 0.074428, -0.120426, 0.249370, 0.304848, -0.387190, -0.451725, -0.036882, 0.080948, -0.015444, 0.093352, g
-0.612886, -0.306028, -0.393572, 0.018063, -1.287872, 0.018086, -0.209159, 0.239487, -0.165472, -0.570840, 1.034508, -0.760483, 0.772543, 0.383647, 1.045312, g
-0.297879, -0.449277, 0.018762, -0.006538, 0.100733, -0.006553, -0.120536, 0.045650, -0.028329, 0.775458, -0.305131, 0.316558, -0.371087, -0.011709, 0.356931, g
-0.063789, -0.012369, -0.036207, 0.038311, 0.142553, 0.038307, -0.007051, 0.005966, 0.165289, 0.192505, -0.283461, -0.148005, -0.092880, -0.050472, -0.085728, g
0.156050, -0.103685, -0.126051, -0.398762, -0.045792, -0.398801, 0.081113, 0.037079, -0.010365, 0.064387, -0.194619, -0.241753, -0.155791, -0.130673, 0.209306, g
0.261778, -0.025353, 0.005555, 0.219893, 0.121518, 0.219908, -0.158182, 0.124539, 0.086584, -0.064218, -0.159208, -0.163324, 0.025946, 0.061795, -0.202436, g
-0.116877, -0.514276, 0.449321, 0.134128, 1.106188, 0.134109, -0.236546, -0.075809, 0.024784, -0.115129, -0.070878, -1.156311, -0.297065, 0.572925, -0.143125, g
-0.573807, 0.255906, -0.186632, -0.261936, -0.016683, -0.261965, -0.483496, 0.238050, 0.359230, 0.002814, 0.095712, 0.518808, 0.186819, -0.056091, 0.289265, g
0.262024, -0.042024, -0.114413, -0.028230, 0.201048, -0.028247, 0.269875, -0.198716, 0.159128, -0.418631, 0.198311, -0.011841, -0.237896, 0.268924, -0.236097, g
0.030333, -0.156676, -0.239203, -0.003867, -0.219001, -0.003870, 0.409986, 0.078894, 0.215760, 0.006863, 0.269651, -0.358138, -0.217428, 0.101438, 0.273123, g
0.023425, -0.007269, 0.115846, -0.159057, -0.024771, -0.159078, 0.234591, -0.231826, 0.248268, -0.074869, -0.432722, -0.336367, -0.009693, -0.051803, 0.343037, g
-0.314067, 0.100209, 0.096307, 0.051051, 0.253821, 0.051056, -0.358075, 0.041383, 0.190854, 0.157781, -0.253354, -0.077036, 0.103627, -0.020168, 0.167491, g
0.003201, -0.257381, -0.096177, -0.205844, -0.048062, -0.205877, -0.163975, -0.058126, 0.170654, -0.061152, -0.129546, -0.282881, 0.044836, -0.067354, -0.122752, g
0.016542, 0.157724, -0.224336, -0.250054, -0.341584, -0.250080, 0.061241, -0.097820, 0.133276, 0.047133, -0.155340, -0.238493, -0.277853, -0.247721, 0.161141, g
