@relation Ionosphere-19



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute attr7 real 
@attribute attr8 real 
@attribute attr9 real 
@attribute attr10 real 
@attribute attr11 real 
@attribute attr12 real 
@attribute attr13 real 
@attribute attr14 real 
@attribute attr15 real 
@attribute attr16 real 
@attribute attr17 real 
@attribute attr18 real 
@attribute RESULT {g, b} 



@data
-0.011454, -0.281786, 0.288837, 0.104087, 0.224974, 0.014777, -0.102436, -0.204448, -0.399303, 0.054133, -0.169456, 0.384717, -0.096245, -0.114674, 0.103986, 0.029808, 0.148036, 0.054131, 0.286870, g
-0.808874, 0.092334, 0.897904, -0.640931, -0.018585, -1.219892, -0.530711, 0.115477, 0.103494, 0.541683, 0.829635, -2.639807, 1.533084, -0.085338, 3.668286, -1.013811, 0.001149, 0.541685, -0.589686, b
0.249626, -0.337938, -0.013447, 0.002115, 0.182836, -0.215712, 0.313299, -0.123771, -0.229076, 0.182184, -0.171425, -0.240515, 0.134259, -0.101624, 0.106145, -0.225011, 0.019884, 0.182184, 0.144039, g
0.356364, -0.192915, 0.576754, -0.093146, -0.649014, -0.274072, -0.914256, -0.334328, -0.644054, -0.299415, 0.215985, 0.160705, 0.246068, 0.420811, 0.763676, -0.876200, -0.474947, -0.299418, -0.308345, b
-0.265434, -0.025834, 2.055908, 1.406062, 0.069802, 0.590882, -0.753807, -0.622314, -0.801837, 1.277275, -0.776918, 0.100089, 1.842969, 0.383202, -0.334974, 0.015270, 0.088257, 1.277277, 0.895816, g
0.299068, -0.608476, -0.922008, 0.007026, 0.476208, -0.308417, 0.211441, 0.019961, -0.950197, -0.674941, 0.890235, 1.133378, 0.917973, -1.407833, 1.733505, 0.403611, -1.911052, -0.674948, 0.161250, b
0.230405, -0.312666, 0.222595, 0.210582, -0.019099, 0.313465, -0.296049, -0.236980, 0.186338, -0.221304, -0.307080, -0.410453, -0.401113, -0.121573, -0.089357, -0.603411, 0.168536, -0.221306, -0.447247, g
-1.602549, -2.622281, -6.354577, -1.111427, 0.411896, -0.778547, -1.994466, -0.287100, 1.843569, -0.112710, 0.231125, 0.191468, 0.167520, -1.397063, -0.754927, -1.446162, -0.290683, -0.112709, 1.514813, b
-0.375760, -0.573767, 0.778847, -0.414786, -0.060366, -1.801814, -0.425075, -0.053043, -0.415805, -0.092160, 0.756755, -0.411916, 0.139787, -0.362950, 0.283476, -0.389421, 0.980736, -0.092159, -0.582372, g
-0.168256, 0.456250, -0.354844, -0.098904, 0.008711, 1.009972, -0.000299, 0.148987, 0.722417, -0.008144, 1.238676, -0.314857, 0.151998, -0.153419, -0.315104, 0.391269, -0.510054, -0.008141, -0.828783, b
0.142663, 0.042693, -0.207114, -0.064339, -0.043991, -0.076400, -0.089272, -0.090902, -0.056141, -0.048681, 0.055757, -0.051398, -0.079638, -0.217098, 0.091482, -0.136363, 0.149472, -0.048681, 0.042937, g
-1.606620, 0.161020, 0.136932, -0.193028, 1.455804, -0.342700, -1.042695, -2.214659, 0.796131, -0.281597, 0.324227, -0.322949, 1.691873, 0.732306, -0.327352, -0.985587, -0.120466, -0.281596, 1.270370, b
0.087997, -0.118775, -0.076090, -0.036129, -0.060604, -0.027256, -0.024545, -0.011135, -0.049914, 0.044038, 0.009731, -0.015119, 0.031607, -0.058970, 0.081692, -0.047500, 0.085439, 0.044038, 0.099588, g
-0.013659, 0.806144, -0.579976, 0.077683, 0.538778, 0.337956, -0.401176, -1.139519, 0.195164, -0.040067, 0.069083, -0.725015, 0.494806, -1.194680, -0.871057, -1.017709, -0.871210, -0.040066, 0.104244, b
0.074610, -0.269089, -0.070304, 0.721259, -0.065122, 0.074578, 0.094803, 0.121394, 0.287534, -0.113963, 0.217089, -0.268447, 0.189192, -0.296177, 0.268569, -0.203591, 0.513662, -0.113962, 0.324391, g
-0.099256, -0.932009, 0.659250, 0.238853, 0.377474, -0.111727, 1.080572, -1.474799, -0.399546, -0.019441, 2.591953, 0.805042, -0.337756, -0.788155, 3.108405, -0.483087, -0.660574, -0.019443, -0.606325, b
0.372929, 0.590590, -0.283425, -0.050332, 0.041749, -0.119937, -0.090563, -0.015417, 0.178396, -0.166242, 0.089654, -0.190793, 0.293926, 0.025133, 0.250425, -0.513012, -0.237680, -0.166241, -0.331026, g
0.997152, 0.987390, -0.051948, 0.288073, 0.170049, 0.691159, 0.406374, -1.657898, -1.240608, -0.329491, 1.702931, 0.421942, 0.694865, -0.701743, -0.270016, -0.007609, -0.341119, -0.329488, -0.350325, b
0.211837, -0.536708, -0.034319, 0.048850, 0.363169, -0.079155, -0.038770, 0.391035, 0.196738, -0.013070, -0.039057, -0.271972, -0.300421, 0.156600, 0.237722, 0.100985, -0.067428, -0.013071, -0.189622, g
0.408566, 3.930545, -0.719027, 0.468792, -0.271973, 0.173252, -0.872173, -1.252045, 0.038408, -0.751725, 1.294266, -0.749567, 1.639967, 0.279686, -1.258063, -3.067639, -2.639149, -0.751719, -2.916514, b
0.813538, -0.067896, -0.072759, 0.083511, 0.059383, -0.007145, -0.647621, 0.109197, -0.517648, 0.012345, 0.142738, -0.170843, 0.411514, -0.146822, 0.491585, -0.038323, -0.361570, 0.012344, -0.440008, g
0.451983, 0.927690, 0.103068, -0.240742, 0.452341, 0.529653, -0.638810, 0.350655, 0.076466, -0.509590, 0.081508, 0.179612, 0.558342, -0.336767, 0.596521, -0.683723, -0.104875, -0.509588, -0.712105, b
-0.409496, 0.313970, -0.174581, -0.163567, -1.539792, 1.275983, 0.049480, -0.881035, 0.118979, -0.023460, 0.831691, 0.214834, -0.016189, -0.127562, -0.408279, -0.456816, 0.933664, -0.023456, -0.352993, g
-4.640449, -0.105612, -0.455177, 0.349705, 1.453179, -0.312324, -0.285158, 1.042328, -0.349389, 0.770452, -0.216746, -0.641823, -0.067214, 0.619092, 0.889993, 0.222949, -0.366174, 0.770454, -0.233314, b
0.015157, -0.090055, -0.055441, -0.030323, -0.083802, -0.055658, 0.037358, 0.102088, -0.099592, 0.009992, 0.058834, -0.036234, 0.015121, -0.020853, 0.171409, 0.037804, 0.111053, 0.009992, 0.035601, g
0.409258, -2.137076, -0.763309, 1.967467, 0.313802, -1.449224, -0.189943, -0.017711, -0.519270, 0.959182, -0.198929, -0.617807, 0.058359, 0.620801, 1.713139, -0.447316, 0.363691, 0.959180, -1.079359, b
-0.121022, -0.067575, 0.256977, 0.425826, 0.161519, -0.149130, 0.043424, 0.016251, -0.046870, -0.167879, -0.179851, 0.054713, -0.025328, -0.033942, -0.028484, -0.607921, 0.125248, -0.167879, 0.115910, g
0.072041, 0.009088, 0.006608, -0.022086, 0.171013, 0.043045, -0.299490, 0.006326, -0.161223, -0.158208, 0.118892, 0.264801, 0.404576, -0.097247, -0.015063, -0.111463, -0.053934, -0.158208, -0.299008, b
0.290695, -0.115563, 0.267069, -0.113918, 0.059873, 0.292333, -0.408874, 0.325193, 0.073184, -0.272789, -0.168472, -0.125131, 0.085430, -0.034244, 0.146568, -0.296770, -0.096671, -0.272789, -0.318141, g
0.720816, 1.578710, -1.241279, -0.537749, 0.082547, 0.847065, -1.079684, 0.404078, 0.283276, -0.918575, -0.308936, -0.292415, -0.072059, 0.670683, -0.689586, -0.443239, -0.211535, -0.918573, -1.672246, b
0.167310, -0.325695, -0.010506, 0.006485, 0.104384, -0.167671, -0.037264, -0.075188, -0.091658, 0.172663, -0.113315, 0.039459, 0.115578, -0.050518, 0.099621, -0.085998, 0.127534, 0.172663, 0.168142, g
-0.289077, 0.390281, -0.083768, 1.259448, 0.805226, 0.410488, -0.453085, 0.523621, 0.879360, 0.846863, -0.120908, -0.196045, -0.689589, 0.520605, -0.180109, -0.355594, -0.787138, 0.846863, 0.230870, b
0.240843, -0.138451, 0.012724, 0.055039, -0.005785, 0.078299, -0.035302, -0.017966, -0.071289, 0.013905, -0.134542, -0.032673, 0.012473, 0.056869, 0.075584, -0.072051, 0.045748, 0.013905, 0.188965, g
0.852040, 0.412593, -2.439575, -1.286546, -0.263225, 1.193112, -0.105223, 0.002367, -0.265017, -0.087599, 0.250652, 0.190822, 0.266754, -0.247624, 0.066557, -1.084724, -0.400455, -0.087597, -0.186853, b
0.290116, 0.243849, -0.112736, -0.044906, 0.077741, 0.055816, -0.064065, 0.156398, -0.358392, -0.067488, -0.034279, 0.104009, 0.271550, -0.236998, 0.203889, -0.090386, -0.015971, -0.067487, 0.067892, g
0.061980, 0.085080, 0.141597, 0.272307, 0.202648, 0.052355, -0.258646, -0.005426, -0.218273, -0.201095, -0.290671, -0.008415, 0.059444, -0.208113, 0.130661, -0.712907, -0.159739, -0.201096, -0.178479, b
0.072383, -0.251925, 0.024413, 0.029068, -0.007984, -0.061006, 0.119803, 0.109266, 0.126542, -0.016743, 0.170446, 0.054421, -0.040565, 0.167568, -0.110023, 0.247082, 0.212512, -0.016743, 0.331464, g
-0.158639, 0.178247, 0.169631, 0.179256, 0.264407, 0.135224, -0.199069, 0.207435, 0.089745, -0.296510, -0.102529, 0.119992, 0.087805, -0.397833, -0.086899, -0.603770, 0.304426, -0.296509, -0.072142, b
0.306137, -0.094941, 0.014475, 0.094184, 0.035365, 0.112965, -0.066199, 0.087390, -0.046064, 0.035612, -0.072820, -0.078101, -0.009038, -0.017795, -0.031374, -0.071819, -0.055151, 0.035611, -0.046438, g
0.012134, 0.390394, 0.325713, 0.179781, 0.194342, 0.179048, -0.147769, 0.142127, -0.162493, -0.387327, -0.084486, 0.146690, 0.173553, -0.188325, 0.215807, -0.643264, -0.006187, -0.387328, -0.178811, b
-0.063553, 0.178849, 0.307955, -0.235071, -0.012356, 0.331127, 0.129151, -0.418497, 0.228859, 0.117991, 0.070621, 0.097842, 0.680302, -0.369594, 0.347284, -0.486906, 0.336317, 0.117994, 0.132116, g
0.089102, 0.451811, 0.071273, 0.297049, 0.037229, -0.144225, -0.421840, 0.472864, 0.056795, -0.364427, -0.095306, -0.251850, 0.330505, -0.173284, 0.116685, -0.489349, -0.037216, -0.364427, -0.260885, b
-0.020561, -0.286516, -0.164890, 0.707178, 0.280753, 0.383744, 0.150476, -0.076931, 0.197032, -0.722812, -0.075967, -0.259075, 0.344857, -0.281312, 0.386024, -0.252028, 0.475598, -0.722812, 0.162280, g
-0.090138, 0.270903, 0.128313, 0.102593, 0.246238, 0.246699, -0.054929, 0.209024, 0.036043, -0.410479, -0.128502, 0.163341, 0.214656, -0.142460, 0.037355, -0.519092, -0.004387, -0.410479, -0.246652, b
0.016326, 0.043756, -0.028785, -0.085315, 0.225918, 0.064227, 0.142381, 0.063035, 0.093837, -0.111006, 0.179479, 0.173495, 0.365508, 0.134480, 0.212024, 0.189243, -0.134308, -0.111006, 0.000335, g
-6.409478, -0.808531, -0.566077, -0.398692, -0.845721, -0.091856, -4.882027, -0.675583, 0.547494, -0.752848, 0.127483, 0.149428, -2.387745, 2.274986, 0.109111, 0.129673, -0.603065, -0.752853, -0.290204, b
0.059121, 0.132087, -0.663544, 0.380706, 0.317556, 0.727794, 0.072076, -0.312114, -0.041597, -0.540145, -0.032733, 0.107358, 0.177708, -0.199717, -0.090549, 0.085444, 0.587941, -0.540145, -0.089380, g
-0.536476, -0.354166, 1.851115, -1.294677, -0.422437, -0.188916, 1.031184, 4.013737, 1.189383, 0.069997, 0.013758, 0.799502, -0.524001, 1.668445, 0.148958, -2.141073, -5.124366, 0.069991, 0.432233, b
-0.177748, 0.074560, -0.064235, 0.349313, 0.210744, 0.459794, -0.483409, -0.107624, -0.154225, -0.343737, 0.077646, 0.320856, 0.469569, -0.394607, -0.048449, 0.086114, -0.066819, -0.343737, -0.142644, g
0.602453, -0.071213, -0.094715, -0.082177, 1.644399, -0.295707, 0.851335, 0.489105, -9.126261, -0.463986, -0.450676, 0.873564, -0.940569, -1.708018, 0.531131, 2.814782, -1.115931, -0.463999, -0.623449, b
0.421117, -0.658322, -0.597555, 0.152683, -0.228252, 1.294772, -1.167885, 1.084863, -0.412421, 0.414898, 0.932354, -0.534548, -0.030419, -0.042734, -0.388852, 0.326877, 0.124124, 0.414901, -1.825100, g
-0.261404, 0.307850, -0.092669, -0.574589, -0.342191, -0.748785, 0.819029, -0.389227, 0.220486, 0.894718, -0.707975, -0.633674, -0.416051, 0.157030, -0.296373, 0.109601, 0.422235, 0.894721, -0.429792, b
-0.275117, 0.371416, -0.149880, 0.299679, -0.002428, -0.342144, 0.072087, 0.007828, -0.881898, 1.060448, 0.297571, 0.168226, 0.626874, -0.271480, 0.580772, -0.066495, -0.233336, 1.060452, 0.112086, g
0.163894, 0.280779, -0.725295, -11.374678, -0.234972, -0.040386, -2.660127, -0.740304, 0.883156, -0.128479, -0.116962, 0.084690, -0.177199, -2.071105, 0.564309, 0.380896, 0.040252, -0.128476, 0.752287, b
-0.287045, -0.542430, 0.076139, -0.900024, -0.042581, 0.080105, 0.332242, 0.197010, -0.332913, 0.526292, 0.294618, -0.207234, -0.378883, 0.400758, 0.219484, 0.276576, 0.051566, 0.526292, 0.025605, g
0.046768, -1.609119, -0.851140, 2.138799, 0.535177, 0.399692, 0.343333, -2.669863, 2.382524, 0.801844, -3.193184, -0.471480, -0.834267, 0.390161, -2.845419, 2.538780, -0.266775, 0.801839, 1.807451, b
-0.028701, -0.269977, -0.822760, -0.729581, 0.474132, -0.544411, 0.531935, -0.113822, -0.254790, -0.066483, 0.013556, -0.020361, -0.352401, -0.756808, 0.789581, -0.022645, 0.556529, -0.066483, -0.168264, g
-1.373429, -1.186847, 0.157591, 0.625427, -0.073125, -1.488582, 1.751989, -1.176916, -1.205807, 0.038390, -0.424292, 1.074883, -0.327431, 0.198593, -1.659173, -0.472632, 0.457779, 0.038389, -1.744990, b
0.492860, -0.137761, -0.153596, 0.054312, 0.501709, 0.709587, -0.033224, -0.084442, 0.683366, -0.232523, 0.091817, 0.024959, -0.266718, 0.695341, -0.228915, 0.373721, -0.131662, -0.232524, -0.045800, g
3.334876, -1.011386, 0.576152, 5.436382, 0.213524, 0.175497, -1.598198, 0.138896, -0.746676, 0.757966, 0.017035, 0.506332, -1.513261, -2.970464, 0.580229, 1.618474, -0.050568, 0.757956, 1.173205, b
-0.172887, -0.147358, -0.574728, -0.334904, 0.455329, -0.400461, -0.192803, 0.610186, -0.199779, 0.185243, 0.251817, 0.059626, -0.153661, -0.231107, 0.164205, 0.126141, 0.201973, 0.185245, -0.300289, g
-0.277296, -0.174395, 0.447522, -0.032904, -0.064449, 0.237393, 0.351351, 0.000787, -0.396071, -0.294580, 0.106699, 0.033340, -0.007832, 0.080757, 0.265291, -0.151145, 0.102528, -0.294581, 0.336524, b
-0.179157, 0.166733, -0.034203, -0.002124, 0.105977, -0.014602, -0.103758, -0.194100, -0.316581, -0.653712, 0.193608, 0.618471, 0.162789, -0.205954, -0.326488, 0.000551, 0.135456, -0.653712, -0.465162, g
-0.390826, 0.034795, 0.549768, 0.681070, -0.653742, 1.205589, -0.396015, -0.149603, -0.589903, -1.250555, 1.247025, 2.194023, -0.223274, 1.785162, 1.600589, 0.584048, -2.790717, -1.250564, -0.004738, b
0.700203, 0.354804, 0.013494, -0.378509, 0.030459, 0.477154, -0.237268, -0.510550, -0.243297, -0.240431, 0.384838, 0.586837, 0.019991, 0.046732, 0.232978, -0.342257, -0.276857, -0.240432, -0.197716, g
2.434146, -0.200571, -5.439737, -4.490742, 0.024381, -0.249409, 1.106402, 2.447401, -0.270211, 2.231180, -0.680123, 0.405091, 2.346283, 1.238237, 0.684709, -2.780901, 0.313744, 2.231197, -0.330037, b
0.369505, 0.299163, 0.242993, 0.002384, 0.132448, 0.071028, -0.021670, -0.559048, -0.428348, -0.024233, 0.384783, 0.602231, 0.038496, -0.270461, -0.233401, 0.014301, 0.154851, -0.024233, 0.053404, g
-1.259114, -0.108945, 4.094464, -0.072865, -6.576837, 4.479869, -0.222467, -0.538152, 1.036283, -1.531137, 1.131739, 0.555293, 1.991412, -2.818382, -0.583079, -0.206481, -0.692117, -1.531134, -0.767506, b
-0.005807, 0.057986, -0.112584, 0.440886, 0.176252, 0.284167, -0.200362, -0.051953, -0.092743, -0.215580, -0.029077, 0.030812, 0.321802, -0.351119, 0.026755, -0.028896, 0.091408, -0.215580, -0.217142, g
0.428564, 0.952318, -0.696930, 2.546025, 1.309266, -2.094406, -0.127709, 1.070517, 2.967218, -1.796666, 8.596070, -3.661432, 0.561165, 0.907746, -0.092273, -0.095609, 0.064126, -1.796660, 0.624220, b
0.923768, -2.747997, 0.351563, -1.823322, 1.332304, 0.024635, 1.102860, 2.620871, -0.631445, -0.478776, -0.068210, -0.824440, -0.378063, 1.593093, 0.151324, 0.408526, -0.315472, -0.478782, -0.233808, g
-0.915161, -0.279158, 0.267456, 1.196646, 4.243213, 1.637806, -1.002979, 0.833217, 7.309207, 1.220943, -1.730982, 1.494287, -2.160131, -2.246389, 0.216386, 0.192678, 0.464352, 1.220945, -0.254724, b
0.131656, -0.424232, 1.410238, -1.057585, 1.359509, 1.042111, -0.654071, -2.053771, -0.253146, 0.439995, 0.826085, 1.755303, -0.330810, -0.090948, -0.953396, 0.322915, 1.366357, 0.439997, -0.725202, g
2.888804, 0.716350, -0.830475, -0.738673, -0.800763, -1.069451, -0.746592, -3.815905, -1.979665, -1.722412, -3.371783, 1.720388, 0.071037, -0.696830, -0.625500, 1.375867, -0.294990, -1.722424, -1.155698, b
-0.463486, 0.108919, 0.007275, -0.150770, 0.161807, 0.162341, 0.168869, 0.302664, -0.173781, 0.205142, 0.169276, 0.630429, -0.058490, 0.796716, 0.048331, 0.013301, -0.502598, 0.205142, -0.027491, g
-0.067584, 1.120347, -0.162586, -0.204528, 1.806945, 1.680293, 0.448736, 0.662433, 0.925511, 1.875940, 0.854190, -1.656868, 1.662245, -1.225446, -1.029689, -1.267113, 0.510376, 1.875953, -0.941560, b
0.200251, 0.280160, 0.498411, 0.071819, 0.422338, -0.599753, -0.353932, -0.526114, -0.634023, -0.255616, 0.140371, -0.168999, 0.068043, 0.105952, 0.144632, -0.023771, 0.205454, -0.255618, 0.181773, g
-10.694605, 2.204506, 1.084546, -0.118967, -0.265385, -0.974495, 1.363940, -0.685358, 0.583886, -1.323718, 0.902461, 0.158236, 0.312311, -2.099095, -0.377654, -0.031370, -0.490757, -1.323712, -0.855517, b
0.480444, -0.173511, 0.750765, -0.236858, -0.644164, 0.363777, 0.158340, 0.080404, 0.201555, -0.312773, 0.632495, -0.290805, 0.055116, 0.376826, 0.624101, -0.283983, -0.036024, -0.312774, -0.126259, g
-1.430488, 0.917842, 3.482590, 0.901733, -0.088985, -0.412054, -0.169511, -0.094073, -1.148950, 0.317487, 1.807834, 0.918000, 2.730085, 2.086400, -0.429514, 0.061745, -1.219468, 0.317490, -0.118119, b
-0.030589, 0.179719, -0.236537, 0.322488, 0.764904, -0.458578, 0.783470, -0.309441, 0.288396, 0.096095, -0.066908, 0.527401, -0.095546, -0.202543, 0.471861, -0.055217, -0.406867, 0.096094, 0.142377, g
-3.167816, 0.416150, -3.240086, 2.497241, 0.136399, 1.528952, 3.137407, -0.984936, 1.206975, 0.964472, -2.238235, 0.178626, 0.412333, -0.295794, 0.571117, 0.516643, 0.395954, 0.964477, 0.171741, b
0.484925, 0.458693, -0.215657, -0.151618, 0.210962, 0.216483, 0.233771, -0.006443, 0.007160, -0.641360, 0.083749, -0.134906, -0.368669, 0.047529, 0.249482, -0.223432, -0.057856, -0.641361, 0.009960, g
0.344593, 0.950947, 1.308788, 0.157830, -1.426524, -1.040568, 1.719859, 0.927441, -0.550938, 0.988255, -2.639612, -0.901900, -0.322617, 1.104002, 3.570571, -3.785057, 1.194305, 0.988258, -0.279220, b
-0.319765, 0.286001, -0.058484, 0.086685, 0.053202, -0.292142, -0.133150, 0.039594, -0.628985, -0.047649, 0.087276, 0.751840, 0.210998, -0.357152, -0.397707, -0.036967, 0.101768, -0.047649, 0.148849, g
0.130503, 0.356446, 6.703606, -0.596163, 4.637726, -0.950017, 2.304798, 1.158044, -0.034884, 0.825715, -0.645682, 4.640453, 2.372887, -0.491459, 0.167984, -0.257367, 1.263734, 0.825719, 0.869405, b
-0.074810, -0.221949, -0.021199, -0.370352, -0.009522, -0.008118, -0.019817, 0.207475, -0.249838, 0.176537, 0.004913, -0.099171, -0.260269, 0.117809, 0.307096, 0.155119, -0.106391, 0.176536, 0.127674, g
0.490844, 1.028071, 0.258427, -0.628056, -2.007207, 0.430028, 1.420637, 0.667081, 3.412189, -2.350551, 1.554491, 0.487299, 1.268972, -0.390759, -0.722787, 1.209946, 11.997460, -2.350522, -0.922649, b
0.333664, -0.383390, -0.053550, 0.060932, -0.127878, 0.260967, -0.390036, 0.399710, -0.213782, 0.430905, -0.072230, -0.200547, -0.056916, 0.304865, -0.013690, -0.011360, 0.019062, 0.430905, 0.050663, g
0.328000, 0.607839, -0.421029, 0.038761, -0.459178, 0.218021, -0.599024, 12.550260, 0.102859, -0.966787, 0.832541, 1.379505, 0.242150, -1.159424, -0.374175, 1.475777, 0.229075, -0.966777, -0.355576, b
0.175548, -0.572787, -0.430086, 0.045771, 0.215572, 0.076348, -0.888444, 0.500844, -0.118742, -0.087440, -0.076098, -0.578868, 0.535052, -0.257543, -0.448203, 0.431529, 0.279738, -0.087439, -0.239091, g
-0.351406, -0.320217, 0.948977, 1.586571, -1.216875, -0.935929, 0.092353, 1.623059, 0.032648, 0.506348, 0.054400, 0.448952, -0.290832, 0.125340, 0.549552, 0.382195, 0.287005, 0.506350, 0.660672, b
0.491249, 0.301660, -0.008461, -0.445123, 0.707518, 0.872156, 0.359596, 0.461182, 0.553646, 0.497065, 0.467190, 0.384770, 0.100235, 0.400070, 0.010907, 0.099286, 0.230102, 0.497069, -0.268071, g
-0.248090, 1.015620, 0.766675, -1.523034, 1.110255, -0.092415, 0.085783, 0.703989, 0.268315, 6.022382, 0.083279, -0.955221, -1.145836, -0.025400, 0.504281, 0.378935, -0.323728, 6.022397, -0.176089, b
0.276757, 0.254675, -0.025211, -0.095310, -0.024229, 0.486312, -0.072947, 0.394829, -0.240399, -0.004857, -0.554089, -0.114083, -0.287454, 0.313420, 0.076988, -0.122308, -0.690759, -0.004858, -0.213943, g
-0.510735, -0.690695, -0.209069, 0.116035, 0.769925, 0.732338, 0.561881, 2.248305, -2.218584, 0.823595, 0.007755, -1.786806, -0.019424, -0.148621, -0.590876, 0.381728, -0.867781, 0.823598, -2.671239, b
0.976289, 0.025183, -0.394071, -0.204445, -0.085226, 0.512412, 0.112905, -0.052856, 0.045184, 0.986356, 0.914989, -0.029365, 0.021444, -0.406720, -1.142079, 0.011723, -0.327223, 0.986360, -0.614312, g
1.640666, 0.873164, -0.756819, -0.235716, 0.706897, 0.599474, 2.251175, 0.061006, 4.569305, -0.074940, 0.472351, 0.237748, -2.770746, 1.394914, 1.156277, 3.778500, -1.140262, -0.074942, -1.032765, b
0.142365, -0.001736, -0.135442, 0.428416, 0.182135, 0.525793, -0.202303, -0.054324, -0.000113, -0.294029, -0.079070, -0.085254, 0.285617, -0.220466, 0.155846, -0.010285, 0.124144, -0.294029, -0.208625, g
-0.257460, -1.696544, 2.585816, -0.392801, -3.565428, -2.332480, 1.515740, 0.331490, 1.439682, 2.441382, -1.681739, -1.377977, -1.485655, 0.024157, 2.224408, 0.777327, -0.453779, 2.441379, 0.964409, b
-0.016989, -0.023806, 0.016313, 0.069665, -0.027466, -0.025587, -0.042642, -0.079256, -0.121141, 0.026718, 0.043649, 0.221735, -0.071905, -0.182349, 0.020608, 0.089195, -0.100883, 0.026718, 0.153112, g
1.002901, 0.549772, 0.306303, -3.088852, -0.336393, 1.960614, 0.447888, 0.297492, -0.062227, -0.168064, 1.658578, 0.387406, -2.499606, 0.382111, 4.194481, 2.041760, -1.392261, -0.168072, 0.147386, b
0.025669, -0.014556, -0.048544, 0.134528, 0.202360, -0.097335, -0.265524, -0.041860, -0.219411, 0.053914, -0.090455, 0.233352, -0.278275, -0.279092, -0.142603, -0.006218, -0.099868, 0.053913, 0.189569, g
-2.961596, -0.356571, -0.303569, -0.130319, -0.500697, -1.275323, -1.582963, 0.247365, -2.390902, 1.645016, -0.243672, -0.185762, 3.158985, -0.557727, 0.869312, 8.741835, 0.775672, 1.645020, 0.411305, b
0.184631, -0.076625, 0.105822, 0.354427, -0.208187, -0.135755, -0.276583, -0.168303, -0.162804, -0.107317, -0.029178, 0.058787, 0.066552, -0.480235, 0.124742, -0.173815, -0.097553, -0.107319, 0.258764, g
0.385839, 0.536588, -0.175026, -0.641099, -9.610699, -1.386339, -0.590710, 1.155866, -0.038723, 0.009764, 0.041508, 0.490947, -1.899809, 0.050395, -0.059231, -0.585281, 0.300034, 0.009765, 0.949754, b
0.000088, 0.029110, -0.005894, 0.099047, 0.069808, -0.094909, -0.227922, -0.312989, -0.208311, 0.151133, -0.066835, 0.329939, -0.185494, -0.399926, -0.030887, -0.009757, -0.129795, 0.151133, 0.156050, g
0.595176, -1.031024, 0.941347, -3.552574, -0.840264, 0.311752, 1.081037, 0.643368, -0.476772, 0.641918, -0.433960, 3.181434, -0.232078, 1.960636, -0.765444, 3.430912, -4.009331, 0.641912, -0.190171, b
0.098024, -0.006043, -0.016913, 0.155420, 0.034375, -0.004145, -0.297481, -0.061331, -0.292722, 0.069528, -0.018023, 0.198524, -0.169417, -0.191992, 0.125383, 0.022347, -0.203881, 0.069527, 0.067278, g
1.165401, 0.060765, 1.862183, -0.689128, -0.940882, 1.469960, 1.212626, -1.687020, 2.556298, 0.502614, 0.505449, -0.355246, 0.518742, -0.002593, -0.563977, 0.050156, -0.012229, 0.502619, -2.516110, b
0.052554, -0.010250, 0.013570, 0.060876, -0.052213, 0.062223, -0.103040, 0.001362, -0.086059, 0.053200, 0.170570, 0.234889, 0.010208, 0.008063, -0.071067, 0.088540, 0.076400, 0.053200, 0.057097, g
-0.429645, 1.611536, -0.094941, 0.518345, -0.340784, 0.327054, -0.240168, 0.189584, 0.700925, -0.423971, -0.413612, -1.582454, 0.642390, 0.764299, -0.619490, 6.137667, 1.027128, -0.423969, -1.747646, b
0.026740, -0.704603, 0.196221, -0.220124, 0.278885, -0.423273, 0.605773, -0.622070, -0.275810, -0.216614, -0.078438, 0.118999, -0.436316, 0.866429, -0.163809, -0.466560, 1.754189, -0.216613, -0.072543, g
-0.587287, 1.333882, 0.470368, -0.615147, -0.051745, -0.421665, 0.783745, -0.085828, 0.587510, 1.023201, -0.660089, -2.208080, -0.973271, -0.072169, 0.042489, -0.265889, 0.417194, 1.023205, -0.848272, b
0.224870, -0.258142, -0.019972, -0.002817, 0.073974, -0.069476, 0.043652, 0.008968, -0.035076, 0.104765, -0.069967, -0.035483, 0.111545, 0.020940, 0.116075, 0.025922, 0.058070, 0.104765, 0.054624, g
-0.308433, -0.727813, -1.563424, 1.177329, -0.204328, 0.999252, 0.200911, -3.615086, -0.162038, -0.543779, 1.181991, 2.536988, 0.142293, 0.813628, 4.730322, 0.829843, -0.338748, -0.543784, -0.958194, b
0.311472, -0.061247, 0.230215, 0.151991, 0.203965, 0.069310, 0.059024, 0.132585, -0.558033, -0.408328, -0.735119, -0.027318, -0.168177, 0.507497, 0.093144, -0.200804, 0.067994, -0.408331, 0.103349, g
0.201307, 0.870253, -0.332952, -0.062678, 0.840766, -0.485044, -0.402389, -0.231314, 1.044464, -1.010468, 0.523107, 0.177004, -1.356138, -0.980703, -0.105899, -0.079387, -0.472841, -1.010471, -0.559858, b
0.700010, -0.675666, -0.084807, -0.415681, -0.764429, -0.607252, 0.196761, -0.276479, -0.536311, -0.303051, -0.095468, 0.457379, -0.612562, -0.587494, -0.486445, -0.479616, -0.678959, -0.303055, -0.121174, g
