@relation Ionosphere-9



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute attr7 real 
@attribute attr8 real 
@attribute RESULT {g, b} 



@data
-0.184926, -0.117442, -0.008398, -0.003943, -0.168897, -0.169820, 0.303204, 0.063880, -0.405849, g
0.578059, 0.514416, -0.491765, 0.372993, 0.531173, -0.165338, 0.080530, -0.096156, -0.669584, b
0.034498, 0.282546, -0.245831, -0.507814, 0.188205, 0.394424, 0.060009, -0.084018, -0.020109, g
1.192657, -6.385920, 0.694708, 0.907024, 0.032275, -0.286604, 0.178447, 0.699631, -1.235232, b
0.223200, -0.094659, -0.122761, -0.081511, -0.040717, -0.049148, -0.202868, -0.001114, 0.028657, g
-0.488345, -1.868002, 1.011154, -0.789566, -0.165672, 0.971215, 0.200001, 0.068007, -0.375315, b
0.199568, 0.006966, 0.000302, 0.018564, 0.007748, -0.001168, -0.288371, -0.055964, 0.235218, g
-1.036674, -0.640820, -0.239032, 0.748828, 1.213887, 0.715257, -0.701271, -0.098779, -0.715556, g
0.075220, 0.321300, 0.097471, 0.217244, 0.097331, 0.068429, -0.364691, -0.149009, 0.378208, g
-0.096429, -0.080574, -0.081575, 0.182639, 0.001367, 0.018655, -0.030579, -0.077712, 0.095762, g
0.296314, -0.432502, -0.006073, 0.025779, 0.063742, 0.514391, 0.235644, -0.007171, 0.049978, g
-0.079764, 0.170936, 0.224644, 0.075771, 0.026493, 0.054016, -0.241423, -0.047557, 0.269633, g
-0.187970, 0.133848, -0.080091, -0.094043, 0.048581, 0.002588, -0.060181, -0.038699, 0.039870, g
-0.149067, 0.010201, -0.258423, -0.043416, -0.261930, -0.248204, -0.071648, 0.054756, 0.086915, g
0.031313, 0.163596, 0.174565, -0.121260, -0.082487, -0.077778, -0.290810, -0.078564, 0.234569, g
0.305328, 0.135349, 0.230420, -0.030577, 0.073707, -0.081696, -0.419155, -0.099760, 0.132362, g
0.044991, 0.014493, 0.115268, -0.037094, 0.053754, 0.070309, -0.148701, -0.055313, -0.062620, g
0.022963, 0.034183, 0.125858, -0.065757, -0.033009, 0.058120, -0.265956, -0.118236, 0.115809, g
-0.032817, 0.039812, 0.214529, 0.000525, -0.035599, 0.038231, -0.040524, -0.073274, 0.088117, g
0.708624, -0.113140, -0.042132, 0.286510, 0.066489, -0.037300, 0.076487, -0.020610, 0.042975, g
0.026711, -0.564260, -0.587466, 0.145713, 0.309469, -0.843207, 0.345379, 0.180222, 0.213896, g
0.113806, -0.304495, 0.273659, 0.408158, -0.093390, 0.553928, -0.345965, -0.227312, -0.620656, g
-0.170868, 0.316032, 0.316665, 0.154432, -0.419866, -0.425765, -0.114910, 0.063963, 0.104664, g
0.077059, -0.106563, 0.080108, 0.264731, 0.262660, 0.060017, 0.025506, -0.049504, 0.101936, g
0.320942, -0.170817, -0.729048, -0.290069, -0.154050, -0.070049, 0.133058, -0.005628, -0.554525, g
0.057742, -0.031377, -0.167107, 0.145948, -0.108505, -0.178399, 0.364177, 0.102646, -0.667624, g
-0.058871, 0.066549, 0.180259, -0.133011, 0.043231, -0.228475, -0.050882, -0.018582, 0.072488, g
0.381354, -0.208996, -0.543164, -0.035897, -0.431798, 0.209878, -0.343367, 0.008539, 0.034554, g
-0.405308, 0.437757, 0.278785, 0.254836, 0.241923, -0.139648, 0.093934, -0.073681, 0.384889, g
-0.190001, -0.039345, 0.012332, 0.269931, 0.181329, -0.180360, 0.266472, 0.070957, 0.263534, g
0.124595, 0.365514, -0.108075, -0.204635, -0.078314, -0.133688, -0.107180, -0.010533, 0.116050, g
0.052620, -0.011813, 0.321875, 0.102254, 0.147315, -0.153869, -0.147894, -0.075942, 0.176925, g
0.194898, 0.042466, 0.104438, -0.010133, -0.006820, 0.073472, -0.169976, -0.092884, 0.012314, g
0.127976, 0.145504, 0.223012, 0.184234, 0.056761, 0.129046, -0.058772, -0.092626, -0.197487, g
0.178666, 0.289578, 0.045192, 0.090566, 0.147061, 0.078928, -0.126394, -0.069746, -0.133177, g
0.101033, 0.004640, -0.051258, 0.234267, 0.074023, 0.087171, 0.222010, -0.017135, -0.255066, g
-0.428142, -0.397753, 0.796363, 0.391520, -0.598472, -0.482014, 0.325896, -0.002957, 0.470175, g
-0.130014, 0.057238, -0.341161, -0.117484, -0.041167, -0.161348, 0.121286, 0.055337, 0.066242, g
-1.060935, 0.228215, -0.423890, -0.944943, 0.575549, -0.414327, 0.738600, 0.136052, -0.063218, g
-0.409747, 0.209645, 0.842211, 0.396435, -0.044504, -0.328458, -0.027820, -0.028158, -0.098212, g
0.082201, -0.010996, 0.198386, 0.121322, -0.009044, -0.111228, 0.000924, 0.001177, 0.023456, g
0.072963, -0.095678, 0.113929, 0.219145, 0.260227, 0.197785, -0.316141, -0.105217, -0.354621, g
0.215890, 0.138322, -0.014846, 0.061010, 0.145204, 0.298024, -0.178796, -0.093369, 0.248579, g
0.022835, 0.076298, -0.304114, 0.379332, 0.024274, -0.428625, -0.016177, 0.087287, -0.283551, g
-0.237512, 0.483139, 0.034173, -0.266299, -0.443561, -0.590944, -0.269685, 0.071143, -0.081242, g
0.134031, -0.350337, -0.398406, 0.258503, -0.063429, 0.155085, 0.240187, 0.093082, -0.263685, g
-0.395681, -0.495028, 0.039039, 0.155112, 0.035064, -0.022572, 0.348739, 0.086220, -0.225231, g
-0.183651, -0.348543, -0.134807, 0.055296, 0.013381, 0.005201, 0.027786, 0.052646, -0.371125, g
-0.232262, 0.299277, 0.146004, -0.054829, -0.050492, -0.394870, -0.053610, 0.017460, 0.230004, g
0.178502, 0.116016, -0.037817, -0.017396, -0.080942, -0.009641, 0.008244, -0.002695, -0.490131, g
-0.121416, -0.132175, 0.063086, 0.290439, 0.083840, 0.127255, 0.178058, 0.006220, -0.452323, g
0.456070, 0.196085, -0.146071, 0.127121, 0.058705, -0.040764, -0.625876, -0.084749, 0.102477, g
0.049643, -0.019226, -0.083479, -0.127525, -0.011716, -0.126206, 0.003049, 0.014323, -0.175690, g
0.067473, -0.123873, -0.050604, 0.058373, -0.031919, -0.037618, 0.154299, 0.024473, -0.239920, g
0.010640, -0.292639, -0.150221, -0.103331, -0.117302, -0.018411, 0.236017, 0.075517, -0.104734, g
0.076999, -0.102034, -0.028662, 0.056926, 0.072844, 0.000201, 0.028507, -0.013681, -0.184351, g
0.008971, -0.078138, -0.037727, 0.081193, 0.049442, 0.030866, -0.017648, -0.021392, -0.048101, g
0.038380, -0.204125, -0.043294, -0.216944, 0.238312, -0.295024, 0.216866, 0.064080, -0.434124, g
-0.111401, 0.276297, -0.018076, -0.215712, 0.264484, -0.468022, 0.031344, 0.045040, 0.734990, g
0.314662, 0.214250, -0.668182, 0.202833, 0.245860, -0.039539, 0.028191, -0.130119, -0.502992, g
-0.209530, 0.408828, -0.049901, 0.094754, 0.371167, 0.340718, -0.269621, -0.106766, 1.000147, g
-0.083422, 0.192331, 0.176165, 0.130550, 0.016135, 0.138719, -0.064764, -0.047462, 0.097898, g
0.307331, 0.031003, -0.082887, -0.129541, -0.007892, 0.026974, -0.231277, -0.009866, -0.007425, g
0.098651, -0.139006, -0.069673, 0.032043, -0.061800, -0.032030, 0.056977, 0.020087, -0.145913, g
0.158026, -0.377935, -0.123843, 0.092750, -0.109566, 0.361217, -0.314221, 0.019464, -0.144040, g
0.009170, 0.027162, 0.055811, 0.193764, -0.099023, 0.171518, -0.015448, -0.015565, 0.027479, g
0.177364, -0.438305, 0.117539, 0.081388, -0.264743, 0.383691, -0.234545, 0.059792, -0.638566, g
0.188441, 0.035502, -0.106634, -0.120183, -0.175359, -0.101091, -0.216962, -0.001386, 0.003510, g
0.212225, -0.045396, -0.109980, -0.101595, -0.059530, -0.052434, -0.076934, 0.004579, 0.039786, g
0.234774, -0.105178, -0.089741, -0.129585, -0.159585, -0.092204, -0.277856, -0.010731, 0.195489, g
-0.171575, -0.072879, 0.222492, -0.810979, -0.117768, -0.148699, -0.067442, 0.311288, -0.842804, g
-0.121005, 0.096409, -0.258317, -0.097552, -0.260957, -0.441883, 0.069449, 0.093919, 0.144224, g
-0.075908, 0.033631, -0.004875, -0.030381, 0.074319, -0.190230, -0.037331, 0.008354, 0.013579, g
0.049802, -0.097308, -0.032610, 0.105869, 0.082698, 0.067937, -0.011631, -0.019168, -0.081201, g
-0.076013, -0.081913, -0.029039, 0.036663, 0.041072, -0.012181, -0.010953, -0.022633, -0.068782, g
-0.000841, -0.026186, 0.124729, 0.078189, 0.195455, 0.032748, 0.059181, -0.050909, 0.061327, g
-0.540709, -0.664000, -1.248086, -0.665619, -0.270059, -0.110583, -0.364333, 0.092464, 0.186879, g
0.187046, 0.004418, -0.117416, 0.011472, -0.157157, 0.051930, -0.253723, -0.035328, 0.118461, g
0.116895, -0.074176, -0.001300, 0.010303, -0.070451, -0.047585, -0.215867, -0.013751, 0.024555, g
0.184104, -0.136011, 0.002249, -0.088535, -0.187385, -0.079395, -0.454580, -0.038834, 0.252039, g
0.040653, 0.013176, -0.108911, 0.927820, 0.517115, 0.305633, -0.202442, -0.210768, 0.379052, g
0.017014, 0.176588, -0.075935, -0.079995, 0.175364, -0.183122, 0.620751, 0.104323, -0.213137, g
-0.043281, -0.041358, -0.083674, 0.103888, 0.161742, 0.051368, 0.042081, -0.052935, -0.031306, g
0.176589, -0.077110, -0.092232, -0.024186, -0.034226, -0.015444, -0.081078, -0.054036, -0.120483, g
-0.227356, -0.062311, -0.166367, -0.058682, 0.075325, -0.128967, 0.203308, 0.047720, 0.155658, g
0.035194, 0.029676, 0.195155, 0.121749, 0.069875, 0.042961, -0.137447, -0.032878, 0.001932, g
0.060873, -0.080295, -0.042055, 0.076701, 0.013116, 0.036758, -0.050741, -0.027600, -0.043668, g
0.088098, -0.072200, -0.028042, 0.099125, 0.063805, 0.066672, -0.057951, -0.026827, -0.036985, g
0.115030, -0.089535, -0.037020, 0.005834, 0.104427, -0.020687, -0.031180, -0.029124, -0.087465, g
0.077267, -0.083897, 0.006325, 0.038000, -0.090255, -0.140203, -0.082508, 0.003077, -0.030348, g
0.218861, -0.149804, 0.042412, -0.033232, -0.133876, -0.068779, -0.538443, -0.050300, 0.250416, g
-0.937033, -0.420523, -0.073641, 0.731156, 0.990352, 0.611982, -0.628952, -0.105509, -0.616609, g
-0.094137, 0.319721, 0.114622, 0.131007, 0.172216, 0.115726, -0.213230, -0.110344, 0.295335, g
-0.029634, 0.467906, -0.759202, 0.411067, 0.276431, -0.030703, 0.296241, -0.009333, -0.303544, g
0.151865, -0.127517, -0.007996, 0.076335, 0.092011, 0.015954, -0.057340, -0.013654, -0.073243, g
-0.036808, -0.284740, -0.353651, -0.037184, -0.078258, -0.088781, -0.071251, 0.088094, -0.109464, g
-0.482594, 0.379582, 0.094221, 0.095174, 0.098463, -0.213430, -0.479111, -0.015414, -0.020694, g
-0.090867, -0.034949, 0.021399, -0.010316, 0.073223, 0.030653, -0.071247, -0.000567, -0.008715, g
-0.351427, 0.444112, -0.577518, 0.219722, 0.334412, -0.703342, 0.517681, 0.122013, 0.441537, g
-0.280739, -0.171072, -0.120764, 0.193140, 0.113802, -0.017196, 0.107860, 0.029964, -0.039628, g
0.014845, -0.118258, -0.047030, 0.076390, 0.005559, 0.070019, -0.019770, -0.008503, -0.018041, g
0.057783, -0.113164, -0.052085, 0.038446, 0.053999, 0.011806, -0.015906, -0.017689, -0.046593, g
0.236480, -0.145184, -0.089552, 0.117010, 0.177639, 0.082462, -0.063695, -0.054222, -0.005063, g
-0.066698, -0.107985, -0.075833, 0.189671, -0.077500, 0.101439, 0.070377, 0.017587, -0.156310, g
