@relation Ionosphere-7



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute RESULT {g, b} 



@data
-0.015576, 0.070889, -0.064382, -0.127904, 0.090009, -0.227717, -0.292858, g
0.218238, -0.193552, 0.388171, -0.054530, -0.306807, 0.792246, -0.186746, g
0.036076, 0.223859, 0.138252, 0.010609, 0.307199, -0.220395, -0.061031, g
-0.012905, -0.031889, -0.256146, 0.004936, 0.127271, -0.062727, -0.056504, g
-0.014465, 0.025562, -0.113510, -0.000639, 0.126494, 0.028222, -0.061498, g
-0.027518, 0.009516, -0.122985, -0.055636, 0.173337, 0.003963, 0.017551, g
-0.049180, -0.141612, -0.400530, -0.064610, 0.035216, -0.115368, -0.052617, g
0.056972, 1.246612, 0.781057, 0.244576, 0.005102, 0.021867, -0.127480, g
-0.016344, 0.117708, 0.022246, 0.047097, 0.138481, -0.150889, -0.163037, g
-0.012223, -0.014603, -0.094931, -0.096095, 0.066472, -0.077311, -0.146433, g
-0.031610, -0.027742, -0.086394, -0.143467, 0.105807, -0.315288, -0.212531, g
-0.089079, 0.069829, -0.276223, 0.401507, 0.018545, 0.039321, 0.192799, g
0.100726, 0.091745, 1.028496, 0.341539, -0.400031, 0.237598, -0.044159, g
-0.046781, 0.083877, -0.254610, -0.093595, 0.047429, -0.012340, -0.008845, g
-0.055196, 0.070301, -0.249828, -0.070100, 0.234896, 0.037420, -0.288092, g
0.005614, 0.157871, -0.225742, 0.019315, 0.092754, -0.271418, -0.005146, g
-0.012508, -0.188164, -0.149086, 0.062841, 0.050422, 0.009495, 0.003942, g
-0.021776, 0.041405, -0.115150, -0.035462, 0.146773, 0.054185, -0.084014, g
-0.019061, 0.030707, -0.153563, -0.031803, 0.126337, 0.008462, -0.102086, g
-0.025652, 0.028676, -0.098540, -0.071694, 0.046066, 0.086327, -0.167673, g
-0.007278, -0.042515, -0.086730, -0.041233, 0.090562, 0.008756, -0.108105, g
-0.031100, -0.061240, -0.052792, -0.138178, 0.027033, -0.325633, -0.202394, g
-0.028888, 0.053195, -0.481233, -0.249352, -0.467077, 0.292680, 0.953960, g
-0.064751, -0.114316, -0.093708, -0.127186, 0.104211, -0.471431, 0.103002, g
-0.005310, 0.820367, 0.092191, -0.395613, 0.174888, 0.255496, -0.051712, g
-0.012806, 0.005295, -0.161480, -0.055932, 0.086017, 0.029035, -0.159118, g
0.052501, 0.355478, 0.098545, -0.029955, 0.183308, 0.078623, -0.099517, g
0.006440, -0.092871, 0.013700, 0.015165, -0.077790, 0.069682, 0.419710, g
-0.001438, -0.017066, -0.139859, 0.039300, 0.036787, -0.026595, 0.038183, g
0.068050, 0.576005, 0.873598, -0.359918, -0.060028, -0.782833, 0.187423, g
0.018943, 0.111883, -0.078639, 0.158686, 0.074817, 0.080318, 0.269699, g
-0.007904, 0.047036, -0.099699, 0.000010, 0.127262, 0.006434, -0.017179, g
-0.018318, 0.045073, -0.120601, -0.038411, 0.082757, 0.036806, -0.095846, g
-0.039071, 0.095844, -0.220523, -0.102240, -0.079455, -0.086704, -0.207837, g
0.017077, 0.086474, -0.087140, 0.138135, 0.193098, 0.225266, 0.077534, g
