@relation Ionosphere-pca-23



@attribute attr0 real 
@attribute attr1 real 
@attribute attr2 real 
@attribute attr3 real 
@attribute attr4 real 
@attribute attr5 real 
@attribute attr6 real 
@attribute attr7 real 
@attribute attr8 real 
@attribute attr9 real 
@attribute attr10 real 
@attribute attr11 real 
@attribute attr12 real 
@attribute attr13 real 
@attribute attr14 real 
@attribute attr15 real 
@attribute attr16 real 
@attribute attr17 real 
@attribute attr18 real 
@attribute attr19 real 
@attribute attr20 real 
@attribute attr21 real 
@attribute attr22 real 
@attribute RESULT {g, b} 



@data
-2.261767, -2.443989, -0.177073, -1.338620, 0.373516, -0.253230, 0.175399, 0.182582, -0.327191, 0.126477, 0.057690, -0.023921, -0.145764, -0.066197, 0.052381, 0.076697, 0.007332, 0.104230, -0.120423, -0.079746, 0.038616, 0.024295, -0.042531, g
-2.816834, -2.028017, -0.053671, -1.860634, 0.461745, -0.298445, 0.196232, 0.066187, -0.282429, 0.046209, 0.074980, -0.057716, -0.102611, -0.183471, -0.005622, 0.051752, -0.032526, 0.080892, -0.135775, -0.077853, 0.058000, 0.038087, -0.109832, g
-1.095174, 2.131479, -1.628554, -0.802139, 1.305902, 0.724785, -0.420212, 1.443598, 0.299318, 0.488495, -1.038245, -0.858173, -0.736965, 0.595951, 0.357439, -0.948737, -0.599521, 0.702070, 0.842404, -0.408388, 1.071376, 0.085095, 0.112714, b
1.060968, -0.314828, 0.228571, 0.125763, -0.121373, 0.172324, -0.032198, 0.161219, 0.032167, 0.025921, 0.058957, 0.031372, -0.107626, 0.063468, -0.021861, -0.092403, 0.101579, -0.042768, -0.038927, -0.036726, -0.054568, -0.052626, -0.016712, g
-0.527121, 1.909556, -0.901728, -1.243558, 0.977236, -0.652710, 0.232103, -0.216730, 0.133616, 0.252550, -1.228787, 0.496768, -0.827876, 1.454663, 0.946547, -0.441386, -0.799154, 0.107147, -0.597951, 0.522861, -0.284089, -0.088172, 0.124585, b
2.186872, 0.575132, 0.261961, -0.307858, -0.100693, -0.064561, -0.122674, 0.021167, -0.040063, -0.050673, -0.001690, 0.046314, 0.004353, -0.089213, -0.062895, 0.081759, -0.057187, 0.027694, 0.009673, -0.016556, 0.006391, 0.063224, -0.080034, g
-1.357180, 0.479556, -0.979773, 0.448422, -0.229780, 0.338299, -0.126330, -0.427371, 0.270360, -0.447040, 0.350417, -0.129982, 0.554204, 0.187750, 0.079188, 0.180909, -0.083174, -0.029840, 0.106086, -0.394461, 0.114140, -0.006761, 0.223832, b
1.974150, 0.857982, -0.067444, -0.316687, -0.030940, -0.150572, -0.196470, 0.148866, 0.019523, -0.031638, 0.110684, -0.002279, -0.172554, -0.130117, -0.068320, -0.049402, -0.249594, 0.038244, -0.202080, -0.119797, -0.016375, 0.048056, -0.082521, g
-0.302234, 0.782610, -1.161815, 0.053089, -0.003953, -0.459227, 0.540326, 0.425229, 0.493307, -0.194213, 0.609876, -0.004425, -0.712971, 0.445872, 0.291105, -0.107069, -0.558681, -0.735271, 0.235722, 0.160465, -0.139693, -0.019519, -0.106496, b
2.276424, 0.918374, 0.046900, -0.573399, 0.117742, -0.207722, 0.207089, -0.034224, 0.459288, -0.077496, 0.355643, -0.118384, -0.438156, 0.182603, -0.046644, -0.035065, -0.411834, 0.011041, -0.117883, 0.098394, 0.219686, 0.109967, 0.236332, g
-0.933040, 0.447147, -0.660913, 0.654176, -0.481069, -0.082745, 0.199787, 0.647626, 0.003760, 0.137557, 0.634774, 0.003478, 0.202095, 0.350255, -0.534923, -0.610211, 0.403450, -0.410840, -0.175082, 0.349092, -0.282778, -0.084726, -0.188284, b
1.928477, 0.436480, 0.055368, -0.309737, -0.148880, -0.236483, -0.163179, -0.026952, 0.128771, 0.057285, -0.012041, 0.061893, -0.005583, -0.016377, -0.032603, 0.084098, 0.041139, 0.022383, -0.082449, 0.003348, 0.012717, 0.071416, -0.032886, g
-1.159824, 1.196131, -0.283695, -0.022799, -0.746259, -0.292096, 0.100095, 0.514206, -0.038608, -0.234908, 0.929354, -0.123878, 0.424709, 1.119667, 0.171681, -0.359866, -0.023111, -0.212170, -0.388201, 0.536559, -0.448253, 0.167022, 0.079493, b
1.881147, 2.442072, -0.950281, -1.096078, -0.122698, -0.507259, 0.324843, 0.451345, -0.368154, 0.255316, -0.073087, 0.203443, -0.418601, -0.193269, -0.028196, -0.196366, -0.248353, -0.113231, -0.108404, -0.152789, -0.231271, -0.346061, 0.446318, g
-0.265431, 1.210583, -0.815884, 0.011776, 0.680894, -0.481053, 0.021791, 1.057858, -0.067893, -0.176600, 0.783211, 0.106428, -0.020934, 0.603004, -0.306849, 0.339652, -0.555589, 0.128213, 0.218002, 0.053098, -0.550344, 0.998115, 0.589060, b
-2.280155, -1.954813, -0.007097, -1.439276, 0.367362, -0.241323, 0.169774, 0.132419, -0.222398, 0.009826, 0.025424, -0.036998, -0.092982, -0.062539, 0.012412, 0.059420, 0.109109, 0.027542, -0.075476, -0.052752, 0.104395, 0.023362, -0.079630, g
-0.229390, -0.002266, -0.743516, 0.318391, 0.356169, -0.550730, 0.355922, 0.734493, 0.718771, 0.490774, 1.074424, 0.073985, -0.620178, 0.624630, -0.127021, -0.418093, -0.598717, -0.542791, 0.096045, 0.224816, -0.057038, -0.035514, 0.242756, b
-2.691430, -1.665552, 0.234783, -1.897816, 0.390851, -0.286611, 0.222637, 0.070462, -0.263150, -0.045551, 0.038309, -0.033449, -0.046389, -0.136696, 0.036139, 0.087040, 0.032434, -0.020826, -0.088820, -0.063270, 0.158750, 0.050002, -0.162489, g
-1.793634, 0.039306, -0.273938, 0.528839, 0.154706, -0.093501, -0.565550, 0.005499, -0.037985, -0.009115, -0.159846, 0.312304, -0.183549, -0.076085, 0.380564, -0.024782, 0.057125, -0.054916, -0.209984, -0.032240, -0.221143, 0.372394, -0.946041, b
-0.467693, 0.075071, -0.515673, 0.243978, 0.060226, 0.155247, -0.055348, 0.159775, -0.095683, -0.023856, -0.236531, -0.047551, -0.081385, -0.030114, -0.069181, -0.037293, 0.109409, 0.157619, -0.208922, 0.057066, 0.069644, -0.015559, -0.072408, g
0.803525, 0.318514, -0.087628, -0.426152, -0.106885, 0.021329, 0.206256, -0.254388, -0.438336, 0.214808, -0.084864, 0.283655, 0.028633, 0.068839, -0.212405, 0.173674, -0.245614, 0.073725, -0.373675, 0.012793, -0.038310, -0.096017, 0.120977, b
1.222150, -0.450714, 0.263761, 0.031176, 0.151960, 0.028512, -0.073573, 0.018566, 0.082004, 0.053031, -0.104976, 0.109926, -0.038812, -0.125114, 0.025491, 0.111422, 0.028283, -0.060908, 0.072568, -0.153297, -0.077286, -0.035244, 0.057497, g
-1.170095, -0.222395, -1.258903, 0.537524, 0.041868, -1.315026, -0.941685, -0.501927, 0.880982, 0.241477, 0.648666, 0.128119, -0.579534, -0.135847, -0.309832, -0.423507, 0.563291, 0.015429, -0.272422, 0.536990, -0.029782, -0.270539, -0.241737, b
2.052968, 0.426354, 0.180643, -0.326059, 0.072752, 0.188220, 0.024914, -0.112359, 0.189277, -0.098686, 0.102442, 0.125238, -0.019926, -0.268539, -0.184218, 0.050590, -0.103791, 0.051327, 0.000130, -0.043548, 0.047546, 0.031707, -0.118058, g
-0.084728, -0.033072, -0.863082, -0.083408, -0.172757, -0.058044, 0.196787, -0.481038, 0.624601, 0.427126, -0.099726, 0.179556, -0.192404, 0.116150, -0.256987, 0.084224, 0.179666, 0.006476, -0.326404, -0.065923, 0.100539, -0.118788, 0.036564, b
1.404601, 0.167267, 0.251194, 0.303077, 1.136570, -0.333335, 0.588485, -0.006954, 0.342211, 0.009926, 0.097392, -0.306129, -0.087561, 0.243829, -0.652366, 0.324084, 0.481741, -0.395079, -0.156186, -0.526265, -0.162686, 0.187988, -0.199336, g
-1.191139, 0.138529, -0.645498, 0.083160, -0.013093, 0.239092, -1.201064, -0.451324, 0.265262, -0.237366, 0.131009, 0.710644, -0.283318, -0.346882, 0.694693, 0.184410, -0.041198, -0.226698, -0.528503, 0.310265, -0.608613, -0.248425, 0.099118, b
0.054280, 0.266193, -0.321248, -0.096750, -0.286734, 0.055783, 0.109839, 0.182891, 0.229836, 0.006479, -0.304386, 0.126288, 0.034998, 0.105291, -0.000211, -0.080815, 0.268354, 0.062400, 0.021274, -0.031590, 0.021676, -0.058409, -0.076749, g
-1.293664, 0.185344, -0.203636, 0.403885, -0.694970, -0.897620, -0.473797, -1.635283, -0.047868, -0.608868, 0.258064, 1.043707, 0.173369, 0.265131, 0.608069, 0.245995, 0.120522, 1.299253, 0.653640, 0.216212, -0.731397, 0.622239, -0.258546, b
1.013592, -1.706034, 0.261854, 0.238550, -0.070249, -0.077529, -0.528224, -0.031151, -0.329177, 0.140239, 0.062469, 0.432970, 0.149650, 0.072662, 0.034146, -0.093037, 0.503834, 0.179282, -0.122456, -0.017265, 0.022593, -0.510962, -0.002411, g
1.450730, 0.061105, 0.859583, 0.831959, 0.452026, 0.456402, -0.222426, 0.085419, -1.519800, -0.901936, 0.101470, 0.240986, 0.175388, -0.142359, 0.178576, -0.508064, -0.203073, 0.035851, 0.522291, 0.447558, -0.003109, 0.090693, -0.191082, b
2.135908, 0.237729, 0.360481, -0.181347, -0.150128, 0.030411, -0.129591, -0.021528, -0.026909, -0.103443, -0.040046, 0.096279, 0.073290, -0.070219, -0.036007, 0.003776, 0.002625, 0.074500, 0.113043, 0.010190, -0.003110, 0.051707, -0.080546, g
-0.906546, 0.536577, -1.008798, 0.694945, 0.881166, -0.468703, -0.521153, -0.575696, -1.048777, -0.857692, 0.613988, -0.143195, 0.468902, 0.311191, -0.063503, -0.807245, 0.813878, -0.097879, 0.628330, -0.386179, -0.161116, -0.021700, -0.262901, b
2.221737, 0.173964, 0.396898, -0.110113, -0.030133, 0.017638, -0.096062, -0.025407, 0.064954, -0.122606, -0.009327, 0.074534, 0.037683, -0.029576, -0.058220, 0.031835, 0.001186, 0.023183, 0.082990, 0.004612, 0.000681, 0.059406, -0.045278, g
0.901976, 0.354716, -0.602797, -0.055620, -0.406883, 0.892234, 0.617486, -0.134166, -0.382556, -0.615549, 0.026010, -0.192084, -0.235294, -0.056288, -0.720955, -0.431472, -0.087404, 0.420671, 0.310587, -0.067776, -0.326487, -0.030077, -0.245824, b
-0.390237, -0.256742, -0.375593, 0.099753, 0.015912, 0.045470, -0.041982, 0.035285, 0.037218, 0.103724, -0.188777, 0.111313, -0.217221, -0.063363, 0.104483, -0.105000, 0.036692, 0.037290, -0.156962, -0.074380, -0.143262, 0.080071, -0.039722, g
0.693184, 0.370111, -0.035807, -0.345527, -2.302770, -0.052314, 0.040416, -0.261779, -0.884484, -1.460550, 0.121486, 0.757261, -0.602188, 0.462199, -0.397858, -0.685499, 0.045400, -0.433905, 0.107140, -0.639943, -0.499678, -0.702376, -0.229505, b
-1.979119, -1.535415, -0.531679, -0.755366, 0.220816, 0.046961, 0.190595, 0.037546, -0.121364, 0.032404, 0.028784, 0.106523, -0.081409, -0.046310, 0.019661, -0.255183, 0.112841, 0.256977, -0.074137, 0.102174, 0.060552, 0.037378, -0.057939, g
0.456690, 0.219655, -0.901490, -0.655222, -1.908538, 0.587631, 0.713664, 0.544232, -0.023460, -0.835673, 0.046204, 0.118604, 0.342125, 0.822134, -0.882778, -0.266237, 0.217242, -0.284033, 0.060813, -0.583867, -0.521794, -0.064385, -0.172893, b
-2.776035, -1.269465, 0.214107, -1.956269, 0.314425, -0.321134, 0.177675, 0.027444, -0.192266, -0.072184, -0.038305, -0.039188, -0.000512, -0.195347, 0.062900, 0.016352, 0.067560, -0.035025, -0.045124, 0.040089, 0.104267, 0.022152, -0.100448, g
-3.260286, 1.312646, -0.646716, 0.720851, -0.520389, 1.030422, 1.048247, -0.275024, 0.042294, 0.530678, 0.679200, 0.412934, -0.421731, 0.152951, -1.242047, -1.254941, -0.438671, 0.331659, -0.213229, 0.613507, 0.394906, 0.125167, 0.253369, b
0.381776, -0.193595, -0.461902, 0.121854, 0.052814, 0.249355, 0.241466, -0.101321, 0.213451, -0.145160, -0.122588, -0.005205, -0.080211, 0.001257, -0.205122, -0.051188, 0.065135, 0.217260, -0.120989, 0.093173, -0.157579, -0.076191, -0.122083, g
-1.548385, 0.074305, -0.968839, 0.485389, -0.041801, 0.257198, -0.169092, 0.070982, 0.169219, -0.078821, -0.291085, 0.113165, -0.150748, -0.075120, 0.076406, -0.255958, 0.434388, 0.211876, -0.044710, 0.222805, -0.011538, 0.038519, -0.170507, b
0.944075, 0.458378, -0.178675, -0.500609, 0.115945, -0.296375, 0.282879, -0.039970, 0.131272, 0.036524, -0.077566, 0.412821, 0.042946, 0.382238, 0.041538, 0.159644, -0.100013, 0.032407, -0.262487, 0.073927, 0.087164, 0.002928, -0.015063, g
-1.673397, -0.052319, -1.424975, 1.058949, -0.301139, -3.003970, -1.248292, 0.460461, 0.450564, 0.089504, 0.149121, -0.116125, 0.050747, 0.228257, -0.348483, 0.338001, 0.584143, -0.222109, -0.063398, 0.159810, 0.036559, 0.195325, -0.077407, b
2.105439, 0.144375, 0.384652, -0.044709, -0.064381, -0.029568, -0.163045, 0.026318, 0.063154, -0.135829, -0.018598, 0.081178, 0.038191, -0.015910, -0.049369, 0.014013, 0.003460, 0.010426, 0.084776, 0.019714, 0.008525, 0.045915, -0.037431, g
1.606367, 1.418698, -0.182771, -0.349068, -0.709536, -0.646729, 0.057867, -0.300223, 0.378762, -0.284229, -0.428937, 0.270483, 0.061569, -0.370542, -0.678810, -0.013955, -0.021886, 0.067220, -0.239965, -0.319421, -0.114051, 0.139675, 0.166095, b
-1.262036, -0.006731, -0.741190, 0.189084, 0.088639, 0.135325, 0.058849, -0.001112, 0.046859, 0.193684, -0.324461, 0.187746, -0.163847, -0.146810, 0.079581, -0.120171, 0.117183, 0.049462, -0.088927, -0.050935, -0.054707, -0.112987, 0.110223, g
0.751833, 0.597391, -0.310694, -0.273520, 0.057972, 0.007287, 0.092119, -0.001477, -0.194480, -0.009224, -0.097070, 0.085109, -0.049421, -0.133004, -0.054834, 0.109620, 0.084461, 0.035554, -0.100465, 0.052680, -0.042874, -0.013267, 0.012329, b
-1.470844, -0.127111, -0.309280, 0.092924, 0.095705, 0.191353, 0.106395, 0.034642, -0.046653, 0.138672, -0.175881, 0.136102, -0.125880, -0.088055, 0.042949, -0.007629, 0.164038, 0.132741, -0.050576, 0.041283, 0.070381, -0.008810, -0.132348, g
-1.330112, 0.172767, -1.144479, 0.278604, -0.039870, 0.212812, 0.149508, 0.564275, -0.184847, 0.221435, -0.315649, -0.021587, 0.356218, 0.170245, -0.005466, -0.409883, 0.010199, 0.462635, 0.195181, 0.431912, 0.299803, 0.272979, 0.033601, b
2.232469, 0.032639, 0.396489, -0.092923, 0.019952, 0.020017, -0.065252, -0.058789, 0.242082, -0.064911, 0.013050, 0.091400, 0.015083, -0.067314, -0.075838, 0.065020, 0.057501, 0.026957, 0.054016, -0.043180, -0.042156, 0.061471, -0.008937, g
1.821096, -0.699161, 1.397599, 0.784032, 0.495605, 0.353766, -0.068487, -0.125828, -0.686756, -0.600451, -0.796488, -0.388509, 0.109680, 0.097947, -0.237872, -0.424216, -0.156761, -0.244566, 0.114122, 0.276103, -0.085068, 0.037008, 0.192958, b
2.125984, -0.011442, 0.439657, 0.005080, 0.060965, 0.119198, -0.039204, -0.010724, 0.069731, -0.142838, -0.023017, 0.021173, 0.022851, -0.017017, -0.052038, -0.004825, -0.001536, 0.003899, 0.144970, -0.038959, 0.018009, 0.078178, -0.055036, g
-1.714090, -0.342601, -0.742881, -0.231150, -0.232487, 0.387462, 0.282416, -0.372475, -0.042262, -0.453220, -0.180271, 0.271616, 0.262553, 0.074041, -0.046676, 0.330421, -0.120715, 0.391894, 0.350449, 0.408392, -0.009160, 0.379192, 0.005424, b
1.084182, -0.182189, 0.032849, 0.254306, 0.077203, 0.251553, -0.128939, 0.041379, -0.003333, -0.070733, -0.081072, 0.067670, -0.051357, -0.058305, -0.029868, 0.004276, 0.002915, 0.102408, 0.056783, 0.032703, -0.065090, 0.017428, -0.045435, g
-1.366387, 0.009493, -0.805897, 0.326859, 0.089876, 0.218495, -0.002086, -0.073235, 0.201184, 0.000435, -0.330786, 0.105472, -0.091173, -0.145407, -0.019554, -0.103170, 0.207631, 0.170356, -0.072373, 0.021738, -0.021920, -0.072473, -0.032927, b
-2.537122, 0.767280, 1.516749, -0.705244, 0.224364, -0.096048, 0.050567, -0.240518, 0.121292, -0.132943, 0.057085, 0.004151, 0.059584, 0.005429, -0.002302, -0.084565, -0.014121, -0.037429, 0.025306, 0.000842, -0.025781, -0.065587, -0.003571, g
-1.523433, 0.020306, -0.776591, 0.394584, 0.112586, 0.218243, -0.050735, -0.013683, 0.178224, 0.052884, -0.357651, 0.112401, -0.151376, -0.150078, 0.070995, -0.111358, 0.229566, 0.200059, -0.141508, 0.041094, -0.026794, -0.058873, -0.052445, b
1.467849, 0.048607, 0.144124, -0.020778, 0.010969, 0.106008, -0.018590, 0.069884, 0.140885, -0.098070, -0.089450, 0.055637, 0.056095, 0.005934, -0.014708, -0.022511, 0.062450, 0.019073, 0.064557, 0.044680, -0.025316, 0.055458, -0.037459, g
-1.404161, 0.051976, -0.829987, 0.397396, 0.043785, 0.251383, -0.050797, 0.020130, 0.115979, 0.074535, -0.332682, 0.130587, -0.170983, -0.113749, 0.030471, -0.125509, 0.200366, 0.087273, -0.137231, 0.032038, 0.009561, -0.091919, -0.025304, b
-2.151000, 0.269311, 0.426321, -0.282500, 0.217388, 0.196252, 0.107997, -0.135370, 0.108371, -0.216241, -0.068475, 0.224063, -0.221751, 0.036029, -0.098282, -0.139550, 0.150634, 0.020380, -0.053753, -0.029046, -0.126887, -0.168871, 0.059892, g
-0.873237, 0.091527, -0.822931, 0.206604, -0.002184, 0.116422, -0.076261, 0.041580, 0.125647, 0.089300, -0.303656, -0.011974, -0.111124, -0.080476, -0.025582, -0.166636, 0.250541, 0.200647, -0.125022, 0.138498, -0.004322, 0.023490, -0.065924, b
-1.749891, 0.734759, 1.240394, 1.678680, -0.352127, 0.333598, -0.017733, 0.134284, -0.277596, 0.902876, 0.303361, 0.331122, -0.637813, -0.142558, -0.037539, 0.168850, -0.252262, 0.133017, -0.399302, -0.405198, 0.060863, 0.113903, -0.266333, g
-1.436554, 0.044930, -0.790717, 0.328193, 0.071760, 0.239002, 0.009515, 0.079578, 0.102413, -0.019795, -0.298555, 0.134079, -0.173956, -0.108303, 0.044864, -0.134717, 0.185031, 0.131258, -0.104772, 0.057119, 0.007870, -0.055592, 0.003453, b
1.629632, 0.165684, 0.209054, -0.040360, -0.090543, -0.038005, -0.000482, 0.101353, 0.069754, -0.116876, 0.083285, 0.085752, -0.074518, 0.008237, -0.048794, -0.004518, 0.057133, -0.039622, -0.056594, 0.015009, -0.050620, 0.049166, -0.004722, g
-0.581868, -1.104806, -0.039208, 2.761341, 0.950206, -2.978922, -0.050937, -1.473323, -2.146808, -0.350226, -0.960228, -0.068769, 0.887380, 0.141475, -0.328187, 0.455670, 0.019439, 0.401026, -0.034011, -0.063955, 1.001592, -0.420449, -0.408039, b
-2.131489, 0.930630, 1.585842, 1.795202, -0.289409, 0.256039, 0.026997, 0.246955, -0.139698, 0.855923, 0.335077, 0.332114, -0.341230, -0.039091, -0.061293, 0.173332, -0.351036, 0.244918, -0.277034, -0.335165, 0.018239, 0.173465, -0.171209, g
0.862119, -2.191510, 0.057827, 0.953062, -0.829971, -0.124368, -0.649522, -0.445255, 0.486721, 1.444334, 1.067544, -0.163941, -1.249887, 0.683628, 0.362983, 0.544316, 0.354884, -0.676684, 0.034787, 0.753038, 0.924655, 0.795752, 0.103176, b
-2.050964, 1.169196, 2.094230, 2.124833, -0.222653, 0.223914, -0.082775, 0.034643, -0.338850, 0.935339, 0.471036, 0.241051, -0.502417, 0.008088, -0.155433, 0.222861, -0.296598, 0.168086, -0.203053, -0.289312, -0.030475, 0.122932, -0.108268, g
-2.296161, -0.038187, -1.431743, 0.374625, -1.398734, 0.442641, -2.237598, 1.661050, 0.976821, 0.181323, -0.235682, -0.789161, 0.827006, 0.260179, -1.220569, 1.505870, -0.383703, -0.428844, 0.120449, -0.696151, -0.873586, -0.759495, -0.135740, b
-2.264982, 0.704083, 1.392753, 2.590894, -0.296909, 0.078413, 0.256901, 0.330749, -0.278023, 0.950018, 0.244800, 0.882408, -0.091879, 0.357671, -0.169974, 0.266744, -0.467448, 0.133064, -0.222466, 0.176162, 0.086915, 0.173137, -0.321448, g
-1.297868, 0.154537, -0.876250, 0.731958, -0.232053, 0.224854, 0.112006, -0.242495, 0.338352, -0.231463, 0.166238, -0.213314, 0.359521, -0.162855, -0.052232, 0.016918, -0.121399, -0.132467, 0.114411, 0.072087, 0.225037, -0.188126, 0.097698, b
1.376324, -0.692910, 0.480330, 0.284678, 0.170101, 0.161222, -0.180838, -0.187469, -0.291265, -0.308595, -0.190248, 0.174226, -0.035853, -0.123014, -0.539990, 0.059871, -0.094171, 0.124484, -0.048275, -0.016961, -0.255367, -0.046508, 0.019166, g
-1.198778, 1.263490, -1.616224, 0.202324, -0.958894, 0.119476, 0.588862, -1.395314, -1.339330, -0.223297, 0.923679, 0.347950, 0.626415, 0.441412, 1.185782, 1.659849, 0.892869, 0.854381, 1.284432, 1.203194, -0.118576, -1.574572, -0.531454, b
1.770861, 0.250588, 0.280425, -0.047111, 0.032807, -0.097082, -0.155133, -0.029020, -0.059618, -0.181652, -0.057997, 0.374918, 0.141634, -0.036179, -0.041466, 0.080483, -0.033475, -0.045669, 0.210215, 0.166887, -0.056983, -0.202955, -0.017357, g
-1.526723, 0.301489, -1.346604, 0.642284, 0.614004, -0.140157, 0.484051, 0.496490, 0.793946, -0.682676, 0.480146, -0.292501, 1.380896, -0.419286, 0.900728, -0.744569, -0.045572, -0.102535, 1.079933, -1.113075, -0.281021, 0.980837, -0.154148, b
2.269041, 0.225683, 0.333450, -0.122684, -0.646736, -0.011806, -0.340303, 0.085883, 0.016355, -0.197048, 0.050239, 0.438904, -0.019714, -0.442846, 0.016513, 0.046351, -0.132529, 0.282542, 0.254606, -0.022356, -0.063924, -0.077272, -0.050356, g
-1.277722, 0.228991, -0.230374, -0.307088, 0.290339, -0.202439, -0.495293, 0.446026, 0.536898, -0.188475, 0.249261, 0.285285, 0.328308, -0.029615, -0.136500, -0.040535, 0.232694, 0.442034, -0.263651, -0.241653, 0.138210, -0.404253, 0.690048, b
2.131243, -0.409479, 0.910653, 0.156072, -0.113212, 0.023300, 0.073507, 0.278296, -0.003242, -0.253385, -0.021172, 0.006560, 0.320788, 0.219497, 0.141431, -0.047894, 0.264647, -0.147066, 0.057239, -0.001869, 0.049424, 0.232692, -0.165530, g
-0.932590, 0.247002, -1.365627, 0.863907, 0.540880, 0.770461, -0.360760, 0.099831, 0.381032, 0.361056, -1.432896, -0.108172, 0.488894, -0.291290, 1.041524, -0.484621, -0.820142, -0.243798, -1.151126, -0.534020, -0.943273, 0.061519, -0.489421, b
1.537324, -0.098119, 0.343412, 0.071750, -0.360629, -0.219312, -0.357999, 0.070062, 0.010413, -0.087265, -0.123512, 0.190213, 0.162265, -0.106432, -0.057187, 0.127419, 0.143855, 0.145873, 0.094297, 0.154637, -0.076132, 0.065411, -0.054171, g
-1.267635, 0.111836, -0.747762, 0.465936, 0.131734, 0.227979, -0.135167, -0.004061, 0.126359, -0.091231, -0.262005, 0.152493, -0.134344, 0.002978, 0.061035, -0.103259, 0.071663, -0.033805, -0.057590, -0.047708, -0.086867, -0.243306, 0.018960, b
1.301344, 1.918268, -0.715708, -1.314729, -0.124869, -0.296627, 0.009159, 0.185839, -0.874454, 0.375525, 0.024982, -0.046756, -0.101277, -0.356038, 0.067476, 0.326212, -0.152811, -0.070603, -0.133227, -0.031520, 0.081623, 0.023789, 0.096092, g
-0.440470, 0.822181, -0.257790, 0.501116, -0.081029, -0.880407, -1.586781, -0.714472, 0.633597, -0.777351, 0.435360, -0.427762, 0.052805, 0.481347, 0.485065, -0.519956, 0.707872, -0.333572, 0.320932, -0.066538, 0.018822, 0.596220, -0.304807, b
0.617420, 0.987629, -0.607775, -0.898873, -0.259340, -0.059597, 0.229937, 0.062491, -0.753229, 0.583164, 0.023580, 0.247027, -0.167645, -0.142742, 0.203066, 0.197425, -0.068981, -0.122470, 0.021582, -0.010456, -0.102224, 0.006855, 0.080105, g
-0.723502, -0.745610, -2.432006, -0.163620, -2.219263, 1.281827, 0.608955, -0.661203, -0.448063, -0.314240, 0.260950, 0.353143, -0.130323, 0.975922, -0.989683, 1.239586, 0.100740, 0.582872, 1.045229, 0.354751, 0.004122, 0.972846, 0.294348, b
0.258718, 1.279764, -0.924453, -1.002579, -0.072233, -0.123071, 0.379063, 0.218472, -1.030839, 0.652420, -0.098853, 0.072021, -0.151442, -0.205066, 0.175132, 0.253276, -0.223238, -0.129222, -0.117766, -0.072892, -0.251027, -0.182598, 0.265049, g
0.164900, -0.151868, -1.423167, -0.186857, 1.822014, 0.974338, -0.263342, 0.142642, 0.853106, -1.842352, -0.129342, 0.676720, -0.461371, 1.902682, 0.934274, -0.179288, -0.183718, -1.014133, -0.556404, 0.406560, 0.628234, -0.486113, -0.050643, b
-2.117970, 1.189437, 1.787930, 1.646402, -0.240662, 0.183439, -0.058602, 0.108210, -0.140155, 0.732675, 0.323201, 0.212630, -0.382531, 0.059969, -0.141541, 0.101865, -0.253531, 0.151653, -0.213810, -0.207593, -0.035128, 0.043088, -0.058413, g
-0.197336, -0.740280, -1.292460, 0.901324, -1.180839, 0.424221, -0.352742, -1.417590, -2.288871, 0.700235, 0.864589, -0.010856, -0.156305, -1.038643, 0.122975, -1.964566, -0.250899, -0.994251, -0.525091, 1.142608, -0.483878, 0.605896, -0.402036, b
-3.367949, 1.484896, 2.088541, -1.893047, 0.062987, 0.141671, -0.140775, -0.160261, 0.433193, -0.401667, 0.276535, 0.065110, -0.012792, -0.137261, 0.106535, 0.629425, 0.424331, -0.664131, 0.412132, 0.492187, 0.322668, -0.220305, -0.228638, g
-2.007755, 1.009688, -0.353410, 2.287967, -0.958372, -1.196197, 1.806786, -0.232692, 1.402258, -1.785036, -1.143253, -1.204381, -0.380673, -0.940000, 1.411320, -0.613723, 0.911854, -0.195921, 0.253044, 0.548004, -0.212753, 0.631416, 0.292618, b
1.846547, -2.002726, 1.221934, 0.894343, 0.501867, 0.364168, 0.271637, 0.166203, 0.861946, -0.005633, -0.190367, 0.563694, 0.498103, -0.125740, 0.082628, 0.140808, 0.562783, -0.352136, 0.014012, -0.163795, -0.271709, -0.304362, 0.523504, g
-0.799048, 1.220618, -1.245799, 0.797006, -0.755800, 0.837225, 1.001141, 0.386660, 0.790243, -0.076843, 0.404796, -1.115865, 1.173793, 0.321593, 0.188193, 0.888827, 0.136482, 0.869894, -0.412106, -1.022164, 0.148199, -0.438984, 0.146517, b
-0.841190, 0.623808, -0.910987, -0.139751, -0.008515, -0.250949, 0.216844, 0.020263, -0.397040, 0.314679, -0.201379, 0.210450, -0.249617, -0.163335, -0.032525, 0.000087, -0.043876, 0.045993, 0.003058, 0.035681, -0.126812, -0.022080, 0.198175, g
-1.500866, -0.472377, -1.596099, -0.433481, 0.238617, -0.073722, 0.894271, 0.480138, 0.431562, -0.082073, -0.159920, 0.434242, -0.106643, -0.579942, -0.444353, 0.262902, 0.770398, -0.125412, -0.100217, 0.915162, -0.443168, 0.474270, -0.202354, b
0.719618, -1.164224, 0.097341, -0.274854, 0.086425, 0.020082, -0.126816, 0.169264, -0.359962, 0.296483, 0.033189, 0.094871, 0.115193, -0.054441, -0.020337, -0.086429, 0.165547, -0.114555, 0.056799, -0.195091, -0.069702, -0.197417, -0.016726, g
